SENTENCES,Golden
So why aren't you putting money into your own campaign?,0
"But everybody knew that those of us who voted against the freezing of COLAs did so, we did so emphatically.",0
"In the first place, they made a fatal error in misjudging the Communists; in trying to apply to them the same rules of conduct that you would apply to the leaders of the free world.",0
There are 30 countries there.,0
"Look, I'll sit down with anybody, but there's got to be pre-conditions.",0
He is for registration of guns.,1
There was a recent investigation of the number in Texas who got -- who were given concealed weapons permits in spite of the fact that they had records.,1
"It costs $20-25 billion a year, and I want to see those outrageous claims capped.",1
You will have the finest health care plan there is.,0
"I mean, this is the president who said ""There were weapons of mass destruction,"" said ""Mission accomplished,"" said we could fight the war on the cheap -- none of which were true.",1
Of course it's on the table.,0
It's just not the way I think and it's not my intentions and not my plan.,0
I've worked hard to help families impart values to their own children.,0
"If we don't have it, we're not going to have a country.",0
We've got a plan in place.,0
"And that's against -- my lawyers, they say, ""Don't do it.""",0
"Now, I understand what the governor has said about asking the Russians to be involved, and under some circumstances that might be a good idea.",0
"If we are strong, particularly as we face a crisis over Berlin - which we may in the spring, or in the winter - it's important that we maintain our determination here; that we indicate that we're building our strength; that we are determined to protect our position; that we're determined to protect our commitment.",0
This is -- this is a mindset.,0
I understand and respect the tradition of gun ownership.,0
"And he was right then, and we still are the last best hope of man on earth.",0
We didn't have a difference on whether or not we were going to be funding troops.,1
"And the thought that we would share this with the Soviet Union is, in my opinion, a total non-STARTer.",0
"And I think it's very important for the American president, as well as other Western leaders, to remind him of the great benefits of democracy, that democracy will best help the people realize their hopes and aspirations and dreams.",0
"Dean Acheson, George Marshall were strong secretaries of uh - state - excuse me - state.",0
No one is suggesting that.,0
"But your rate comes down and the burden also comes down on you for one more reason, and that is every middle-income taxpayer no longer will pay any tax on interest, dividends or capital gains.",1
"Now, the other day, Mr. Bush said, Ã¢â€°Â¥Well, if we continue with Star War-Star Wars-we have to cut some place.Ã¢â€°Â¤ He hasn't told us where.",0
"Not only has an innocent person been executed, but the real perpetrator of the crime has not been held accountable for it.",1
The world is more dangerous today.,0
I have cut defense spending.,1
"We're going to have to come up with alternatives, and that means that the United States government is working with the private sector to fund the kind of innovation that we can then export to countries like China that also need energy and are setting up one coal power plant a week.",1
"We have weakened our capacity to project power around the world because we have viewed everything through this single lens, not to mention, look at our economy.",0
And that's what we ought to do for all people in America.,0
They should have been doing this for years.,0
Saddam Hussein is probably better off than he was four years ago.,0
I'm watching Hillary go over facts.,0
"You said it when President Carter said that you were going to cut Medicare, and you said, ""Oh, no, there you go again, Mr.",1
You call yourself the King of Debt.,0
We are in a very difficult time.,0
"I would call to your attention that we were in a war that wound down during those eight years, which of course made a change in military spending because of turning from war to peace.",1
"As I indicated, our objectives are to replace Assad and to have in place a new government which is friendly to us, a responsible government, if possible.",1
Don't have the federal government tell everybody what kind of training programs they have to have and what kind of Medicaid they have to have.,0
I'm Chairman of the President's Task Force on Regulatory Relief and we are working with the FDA and they have sped up bringing drugs to market that can help.,0
It was laughed at all over the world what happened.,0
"For the first time in history, you pay about 40 percent of what you earn.",1
Our bill was far more effective.,0
And all of these things are going to have to be addressed.,0
"Now, I'm going to tell you what I really think is going to happen over time is technology is going to change the way we live for the good for the environment.",0
"And for them to be able to provide nuclear technology to non-state actors, that's unacceptable.",0
"It was not a spontaneous demonstration, is that what you're saying?",0
"Well, I think it's true that we shouldn't apply a strict litmus test and the most important thing in any judge is their capacity to provide fairness and justice to the American people.",0
So we're still in the fight.,0
It's pretty clear you won't admit...,0
"If you like that, you'll love Canada and England.",0
I don't think my opponent has got the right view about the world to make us safe; I really don't.,0
"When I speak, I go out and speak, the people of this country are furious.",0
I think it's the hard-working people of America's money and I want to share some of that money with you so you have more money to build and save and dream for your families.,0
"And so we -- we -- we've got to walk the walk and not just talk the talk when it comes to energy independence, because this is probably going to be just as vital for our economy and the pain that people are feeling at the pump -- and, you know, winter's coming and home heating oil -- as it is our national security and the issue of climate change that's so important.",0
"So these are the ways that you help families, you help youngsters to live better lives, and more decent lives.",0
"And -- and that kind of top -- top-down economics, where folks at the top are doing well, so the average person making $3 million is getting a $250,000 tax break, while middle-class families are burdened further, that's not what I believe is a recipe for economic growth.",1
We're going to do a lot of things for college tuition.,0
"We've got to join with the British and the French, with the Germans, who've been involved, in their initiative.",0
And we're not doing what we ought to do in terms of the technology.,0
This is the kind of leadership that we've had in this administration on the most deadly issue of our times.,0
"And we ask you for our hand for your hands and your hearts, and your votes on the 8th of November so we can move forward in the future.",0
I'm proud of the fact that America is stronger and more prosperous and more secure than we were four years ago.,0
That's the point I made.,0
"And just inevitably, they're going to be reluctant to hire Hispanics or people with a different accent.",0
The United States is pursuing a new set of nuclear weapons.,1
"And I was able to do so with a lot of Democrat votes, nearly 50% of the Hispanic vote, about 27% of the African-American vote, because people know I'm a conservative person and a compassionate person.",1
It says to American working men and women that are thrown out of work for no fault of their own that they're going to have jobs.,1
I choose Blue Cross/Blue Shield.,0
The records show that President Roosevelt vetoed an average of fifty-five bills a year.,1
"And it's free trade, fair trade that needs to be our hallmark, and we need more free trade agreements, not fewer.",0
And the answer they came up with was this:,0
"And ironically, if you repeal Obamacare, and I have become fond of this term, ""Obamacare,"" if you repeal it, what happens is those seniors right away are going to be paying $600 more in prescription care.",1
"And as a consequence, what we've been able to do is to provide millions more students assistance, lower or keep low interest rates on student loans.",1
"Once a health-care program ends up in a line item in the federal government budget, it leads to more controls.",0
Surely we can work together to create a cultural life so some of these youngsters who feel like they can take a neighbor's life with a gun will understand that that's not the way America is meant to be.,0
"But to the extent that we continue to use atomic power, I would be responsible as president to make sure that the safety precautions were initiated and maintained.",0
"They left -- fired 1,400 people.",1
"I have fought against -- well, one of them would be the marketing assistance program.",1
"And I had 5 small children, and my family and I decided we would stay the course, and we lived with that problem for 3 years.",0
That's Social Security and Medicare.,0
"Whatever is brought in, I think that we can finance essential programs within a balanced budget, if business remains orderly.",0
"One of the women, who is a wonderful woman, at 12 years old, was raped at 12.",0
There will be people with experience and people who understand America and people who've made it and know the hard knocks in life.,0
And that means keeping our military strong.,0
"When the president ran for office, he said if you build a coal plant, you can go ahead, but you'll go bankrupt.",1
Of course they all want to do that.,0
"And I've got to tell you that vouchers, where they are requested and where they are agreed to, are a good and workable system.",0
I believe we ought to make the system work better.,0
"He can talk about Iran/Contra and also-I'll make a deal with you, I will take the blame for those two incidents if you give me half the credit for all the good things that have happened in world peace since Ronald Reagan and I took over from the Carter administration.",0
It was in 1964 and that's what he called Medicare.,0
"Those things would help a great deal with the cities, but we still have a - a very serious problem there.",0
"I said from the beginning that we ought to continue research into the strategic system at about the level that was added in 1983, that's about a billion dollars a year.",1
"In addition, we're now able to transition out of Afghanistan in a responsible way, making sure that Afghans take responsibility for their own security.",0
We need to expand education savings accounts.,0
This election will also determine what kind of world we leave our children.,0
There are guys that couldn't get a job third shift in a Dairy Queen driving BMWs and Mercedes selling drugs.,0
"Right now, it's getting tougher and tougher to defeat them, because they're in more and more places, more and more states, more and more nations.",1
"Will we have a world of hunger and - and hatred, and will we be living in an armed camp stripped of our friendship and allies hiding behind a tight defense that's been drawn in around us because we are fearful of the outside world?",0
"Well, Tom, we're going to have to take on entitlements and I think we've got to do it quickly.",0
We have a very different outlook.,0
"A targeted tax cut, a real commitment to educational reform.",0
I can bring them in that direction by eliminating spending.,0
"In each instance, our efforts at isolation have actually accelerated their efforts to get nuclear weapons.",1
"But if we spend and spend and spend, that is going to wrap up the housing market, and we'll go right back to the days of the misery index and malaise that President Reagan and I have overcome - thank God for the United States on that one.",0
"I don't want to say anything critical of Senator Dole, but I've never heard Mr. Ford say that that was his prim- primary consideration - Who is the best person I could choose in this country to be president of the United States?",0
"Now, see, we practice 19th century capitalism.",0
Our nation in the last eight years has been divided as never before.,0
"And so far as the summit conference is concerned, it should only be entered in upon, it should only be agreed upon, if the negotiations have reached the point that we have some reasonable assurance that something is going to come out of it, other than some phony spirit - a spirit of Geneva, or Camp David, or whatever it is.",0
You ain't seen nothing yet.,0
There are 168 federal programs that allow quotas.,1
It either gets passed along as increased prices or it gets passed along by people being put out of work so the business can continue to compete.,0
We have now uh - for instance only 7 percent of the total education cost being financed by the federal government.,1
"I said, do you get audited?",0
The world -- let me tell you.,0
Absolutely we've got to make sure they get educated.,0
"The reason is, is because, when we reform Wall Street, when we tackle the problem of pre-existing conditions, then, you know, these are tough problems and we've got to make choices.",0
"... is if your -- if your main claim to be president of the United States is your business, then I think we should talk about that.",0
But it seems to me the president shouldn't have any comment at all.,0
"Now, everyone in the world knows that there were no weapons of mass destruction.",1
I think the record shows otherwise.,0
"Number one, beef up our security and procedures, not just in Libya, but at every embassy and consulate in the region.",0
It's an issue that good people obviously disagree on.,0
Senator Obama is the chairperson of a committee that oversights NATO that's in Afghanistan.,0
"And so please, go to...",0
Starting when they're 3 and going to this school until they're 9 and then going into the public school in the 4th grade.,0
And he was not out there urging them to vote for the McCain-Feingold bill.,0
"Now, I'd like to come back for a quick moment, if I can, to that issue about China and the talks.",0
"We're just opening up on Pennsylvania Avenue right next to the White House, so if I don't get there one way, I'm going to get to Pennsylvania Avenue another.",0
"But let me also point out that to several parliaments around the world, in Europe and in Asia, I have made a statement to each one of them, and I'll repeat it here: A nuclear war cannot be won and must never be fought.",0
It's expressed itself in the desire of the people of Africa to be independent of Western Europe.,0
"And, you know, that's -- you're right.",0
I just want to make sure the return is good.,0
And we will come home with victory and with honor.,0
Soldiers know over there that this isn't being done right yet.,0
And we're not going to be able to deal with the climate crisis if our only solution is to use more fossil fuels that create global warming.,0
"I think our relationships with China are important and I don't want to isolate China, but I think it is a mistake for us to do what this Administration did when all those kids went out there carrying the Statue of Liberty in Tiananmen Square.",0
"And our mayor, our new mayor, refused to go forward with the case.",1
"That is a misstatement, of course, of my position.",0
"fiscal restraint, I think is necessary.",0
"In my judgment, a vigorous Democratic president supported by a Democratic majority in the House and Senate can win the support for these programs.",0
And you said we should ask Pakistan for permission.,0
And one of the things that makes us grow as an economy is when everybody participates and women are getting the same fair deal as men are.,0
"You know, four years ago, I said that I'm not a perfect man and I wouldn't be a perfect president.",0
"It was a bipartisan approach, but it's been rejected.",1
"These are people that are bad people that shouldn't be -- when you have 3,000 shootings in Chicago from January 1st, when you have 4,000 people killed in Chicago by guns, from the beginning of the presidency of Barack Obama, his hometown, you have to have stop-and-frisk.",1
Donald doesn't agree with that.,1
Mr. Ford hasn't moved on this.,1
No one from Arizona is against solar.,1
"Well, let's come back and talk about the military, but all the way -- all the way through.",0
"I want to begin by saying again how much I respect Senator Dole and his record of public service and how hard I will try to make this campaign and this debate one of ideas, not insults.",0
So more debt and less jobs.,0
And it's not just looking to our words that you have to take in evidence of where they go.,0
"Our expenditures for defense, our expenditures for mutual security, our expenditures for economic assistance and technical assistance are not going to get less.",0
"I think we can say, through the Packard Commission Report and I'm very proud that David Packard, the originator of that report, is strongly supporting me.",0
"I mean, you've got to care.",0
We will reduce the cost of a barrel of oil because we show the world that we have a supply of our own.,0
"Secondly, there is other forms of racial profiling that goes on in America.",0
That is going to be a big difference between my opponent and me.,0
And $13 trillion in family wealth was wiped out.,1
My plan would give students a dollar-for-dollar reduction for the cost of a typical community college tuition.,0
Now I want to go further.,0
"Mr. Kraft, I believe that the American people, in the next four years under a Ford administration, will be called upon to make those necessary sacrifices to preserve the peace which we have.",0
"Well, let me just say -- let me just say.",0
We only have ten divisions now.,1
A hundred thousand Americans a month have lost their health insurance just in the last 4 years.,1
"As I look at Cuba today, I believe that we are following the right course, a course which is difficult but a course which under the circumstance is the only proper one which will see that the Cuban people get a chance to realize their aspirations of progress through freedom and that they get that with our cooperation with the other organi- of the states in the Organization of American States.",0
"And I simply don't believe we can afford nor do we need to keep 150,000 troops in Europe given how much the Red Army, now under the control of Russia, has been cut, the arms control agreement concluded between Mr. Bush and Mr. Yeltsin, something I have applauded.",1
"On the question of the cost of our budget, I have stated that it's my best judgment that our agricultural program will cost a billion and a half, possibly two billion dollars less than the present agricultural program.",1
"I think your questions, however, underscore the fact there is probably no way that government should or could answer this question in every individual case and in the private lives of the American people.",0
I take him for his word.,0
But it is a good program.,0
I said that wasn't the right thing to do.,1
I'm standing here as proof that in America the possibilities are unlimited.,0
Nothing will ever top NAFTA.,0
The only way to become less dependent on foreign sources of crude oil is to explore at home.,0
"Coal will last for 1,000 years in this country.",1
I support charter schools and pay for performance for teachers.,1
Then Cuba shot down two of our planes and murdered four people in international air space.,1
"And you're wondering, how's it going to affect me?",0
We believe that you can uhh - do something more effectively with a moderate increase in money in the drug abuse program.,0
America needs a new direction.,0
You'll have 4 million people who will lose Medicare Advantage.,1
It seemed to me the violence stopped when these leaders came to America.,0
"Already, we have a recovery that has been going on for about 21 months to the point that we can now call it an expansion.",1
You've been president four years.,0
But what did we learn with DNC?,0
"And every day that goes by, we see the results of the regime by Assad in partnership with the Iranians on the ground, the Russians in the air, bombarding places, in particular Aleppo, where there are hundreds of thousands of people, probably about 250,000 still left.",1
"Now, either he's going to break all these wonderful promises he's told you about or he's going to raise taxes.",0
Now we've got three of them.,0
"Because we've got to defeat ISIS, and we've got to do everything we can to disrupt their propaganda efforts online.",0
I -- I hope so.,0
"See, the card, it'll have a period of time attached to it.",0
The only reason it's not happening is because Governor Romney's allies in Congress have held the 98 percent hostage because they want tax breaks for the top 2 percent.,1
"He went so far as to call it ""brutal economics.""",0
"We've seen in the Nicaraguan example a policy that has actually hurt us, strengthened our opposition, and undermined the moral authority of our country in that region.",0
I do support a national patient's bill of rights.,0
"They've appropriated about $200 million, but only spent about $3 million to get it underway.",1
We have to be -- we have to know what we're doing.,0
I think that answers itself.,0
We paid down the debt for two years.,1
"You know, there have been times, Governor, frankly, during the course of this campaign, where it sounded like you thought that you'd do the same things we did, but you'd say them louder and somehow that -- that would make a difference.",0
"If the job were finished, I might have thought twice about seeking reelection for this job.",0
Let's take the example of Darfur just for a moment.,0
"So he's got the oil and gas part, but he doesn't have the clean energy part.",0
"... who initiated -- actually, supports charters.",0
This is a formidable force.,0
"People say, ""I don't care.",0
I'm meeting folks all over the country.,0
I believe him when he says that he has a good heart.,0
And I'll take care of them.,0
The Bureau of Labor Statistics today said they made a mistake.,1
"Over 50 percent - 53 to be exact - percent of the tax benefits go to the 14 percent richest people in this country, and we've had a 50 percent increase in payroll deductions since Mr. Nixon went in office eight years ago.",1
"It's not Social Security plus, it's Social Security plus huge debt.",0
A President must know these things.,0
America has a lot of families that are in trouble today.,0
I said I would have the Secretary of Defense sit down.,0
"We -- as president, I will sit on day one -- actually, the day after I get elected -- I'll sit down with leaders -- the Democratic leaders, as well as Republican leaders, and continue -- as we did in my state -- we met every Monday for a couple hours, talked about the issues and the challenges in the -- in the -- in our state in that case.",0
"And that's all I'm trying to do, is put it in focus.",0
I'll be against it when I'm president.,0
"The whole philosophy of the Republican party, including uh - my opponent, has been to pile on taxes on low-income people to take 'em off on the corporations.",0
"Two is to say if you want to access reading money, you can do so.",0
Our country is suffering because people like Secretary Clinton have made such bad decisions in terms of our jobs and in terms of what's going on.,0
"And I say that because from the very beginning, the president in his campaign four years ago, said he would meet with all the world's worst actors in his first year, he'd sit down with Chavez and Kim Jong-il, with Castro and President Ahmadinejad of Iran.",1
And we've put unprecedented trade pressure on China.,0
But I didn't pick Lloyd Bentsen because he was a clone of Mike Dukakis.,0
"The Clear Skies bill that he just talked about, it's one of those Orwellian names you pull out of the sky, slap it onto something, like ""No Child Left Behind"" but you leave millions of children behind.",0
"What about drugs that have increased, doubled in the last 44 months?",1
"One is Governor Avell- Averell Harriman, who visited the Soviet Union and Yugoslavia, and the other is James Schlesinger, whom I think you accompanied to uh - China.",0
"Now, it is true, though, that I believe that we should have direct talks -- not just with our friends, but also with our enemies -- to deliver a tough, direct message to Iran that, if you don't change your behavior, then there will be dire consequences.",0
"I'm running to be a president who happens to be Catholic. """,0
I want to remind you that it wasn't just my administration that made the decision on safety.,0
But this will make a difference in terms of whether or not we can move this economy forward for these young people...,0
Voters will know I'll put competent judges on the bench.,0
"They get $25,000 a year income, that makes them ineligible.",1
I just disagree with Mr. Perot.,0
"I would simply say to her, look, take a look at what the president has proposed on job retraining.",0
We're using unmanned vehicles to spot people coming across.,1
"I also understand that an administration is not one person, but an administration is dedicated citizens who are called by the president to serve the country, to serve a cause greater than self, and so I've thought about an administration of people who represent all America, but people who understand my compassionate and conservative philosophy.",0
"They passed the resolution that said, ""Disclose, disarm, or face serious consequences.""",0
And they look and they see.,0
We can't have any test of race.,0
"And I'm saying, where is this?",0
"In 1974, we had a so-called oil shock, wherein the price of OPEC oil was raised to an extraordinary degree.",1
Every possible diplomatic means was utilized.,0
So we ought to at least get the facts out here on the table so we can know where to go from here.,0
I think the matter is settled once and for all.,0
"Whether there was some misleading, or instead whether we just didn't know what happened, you have to ask yourself why didn't we know five days later when the ambassador to the United Nations went on TV to say that this was a demonstration.",0
His influence is strong enough today to prevent us from joi- getting the other countries of Latin America to join with us in economic quarantine.,0
"But we're so, turned so inward we don't understand the global picture.",0
That's why we want an economic package.,0
"Take, for example, Third World debt.",0
"Well I don't think that in the winter of sixty-one under present economic conditions, it uh - a - uh - tax uh - increase would be desirable.",0
Our program was an amendment to the Kerr bill.,0
That has been their priority.,0
It's poisoning the blood of their youth and plenty of other people.,0
"It's inconvenient for Senator Dole, but the truth is I've reduced the size of government more than my Republican predecessors.",1
But I believe it would have been much more unfair to have had John Anderson denied the right to participate in this debate.,1
"But I disagree with them, as do many.",0
"This exciting future will not only give us more energy security, but will also open up vast opportunities for Americans to live a better life and to have millions of new jobs associated with this new and very dynamic industry now in prospect because of the new energy policy that we've put into effect.",0
I think we've got to have fiscal restraint.,0
I have been in the cabinet.,0
I think that it basically has fallen.,0
"Rayburn says, yeah, and that guy never ran for sheriff either.",0
I believe that we need to educate better and retrain better.,0
"They are a tough and a ruthless adversary, and we must be prepared to meet that challenge, and I would.",0
I can't tell you how many people I meet who don't have health insurance.,0
"So from your business, helping in buying a first-time home, exempting the capital gains on the sale of the home would be the most important things that you asked about.",0
And we're on the hunt for him.,1
"And I'm sitting there and saying, well, who else could be around, you know?",0
"But as Senator Clinton said in her debates with you, we need to know the full extent of that relationship.",0
I want to see the McKinney Act fully funded.,0
"I meet these people all the time, and they tell me what a difference having that insurance meant to them and their families.",0
I'll be very proud to.,0
"I want to correct, the all these things I voted against, they were probably part of some big package that had a lot of pork in it or a lot of things that we shouldn't have had and we probably voted no.",1
They don't go to war with each other.,0
The whole world is having economic difficulties.,1
I think that would be a terrible mistake and would take us backwards.,0
I will make them famous.,0
He's going to do -- and he would do for the US what he's done to Arkansas.,0
And the proof is our oil imports are down to the lowest levels in 20 years.,1
Sometimes you just have to do that because you know it's right for the country over the long run.,0
I don't think a president can unilaterally overturn it.,0
"And I'm saying to Barbara, you know, we've always kept family as a bit of an oasis for us.",0
We also ought to convert more vehicles to compressed natural gas.,0
"We need to make it very clear -- whether it's Russia, China, Iran or anybody else -- the United States has much greater capacity.",0
It has to have accountability and oversight.,0
"Just look at those little children, and if anybody can even think about legalizing drugs, they've lost me.",0
"But isn't the real question that we have to answer not how many exceptions we make, because the vice president himself is prepared to make exceptions.",0
And that would relieve an enormous amount of pressure.,0
"If the American people cannot be brought together, we can't turn this country around.",0
"See, you're telling the enemy everything you want to do.",0
But we have to use our military wisely.,0
"If it ever becomes necessary, and is wise economically and essential to our security, I would have no hesitancy in suggesting a tax increase or any other policy which would defend the United States.",0
"So let me repeat, I do have respect for my opponent, for his family, for the justifiable pride he takes in his heritage.",0
"Stop scaring the seniors, Mr. President.",0
"My plan also says it requires a new approach in Washington, D.C.",0
"Our opponents say, things are okay.",0
They viewed their service as an opportunity to serve their country.,0
I don't have any criticism of Mr. Perot.,0
"I think it's not just an economic issue, I think it's a moral issue.",0
... withdrawal would be dangerous.,0
"Those investments are what's going to help to make sure that we continue to lead this world economy, not just next year, but 10 years from now, 50 years from now, 100 years from now.",1
"I'll never turn over America's national security needs to leaders of other countries, as we continue to build those alliances.",0
He talked about the unemployed.,0
It is the number one culprit.,0
"We've got thousands and thousands of homes owned by government boarded up, being vandalized, that have been taken in mortgage foreclosures.",1
So it's adding to cost.,1
I simply don't want to see the ratings on movies.,0
"Whether it's 6 or 5, but it looks like it's 6, $6 trillion in the Middle East, we could have rebuilt our country twice.",1
I don't know how you align yourself with the extreme aspect of the pro- abortion movement in America.,0
"But it's going to take a president who's committed to housing, who's had experience in building and rehabilitating housing who understands that affordable housing for families of low and moderate income, for young families, first time home buyers, is an essential part of the American dream.",0
"Now, and -- and I've talked to a guy who has a very small business.",0
"Now, as far as running away from my party is concerned, Senator Kennedy has said that we have no compassion for the poor, that we are against progress - the enemies of progress, is the term that he's used, and the like.",1
And it's the largest number ever this year and they'll break the record next year and every year for ten years running.,1
"Now, my problem is -- I heard what he said.",0
"How about a spending freeze on everything but defense, veteran affairs and entitlement programs.",0
Our recession was one of the shallowest in modern history.,1
"And when they made that horrible deal with Iran, they should have included the fact that they do something with respect to North Korea.",0
And that is something that I would welcome.,0
"Well, where do you want me to begin?",0
But -- but the idea that you get a break for shipping jobs overseas is simply not the case.,0
But in the process of that we have saved uhh - $9 billion.,1
"Number two, we've got to deal with a growing poppy trade that has exploded over the last several years.",1
"The contracts need to be smaller, the agencies need to be -- need to recruit and to work hard to find people to bid on the state contracts.",0
This is a difficult and sensitive matter.,0
"And I only hope that, should I win this election, that I could approach President Eisenhower in maintaining the dignity of the office; in seeing to it that whenever any mother or father talks to his child, he can look at the man in the White House and, whatever he may think of his policies, he will say: ""Well, there is a man who maintains the kind of standards personally that I would want my child to follow.""",0
"I think government- run health will lead to poor-quality health, will lead to rationing, will lead to less choice.",0
"I've been a person that had been called a uniter, not a divider, because I accept other people's points of view.",0
Social Security is structurally sound.,0
And the main reason we'll succeed is because the Iraqis want to be free.,0
But we have an employer-based system.,0
"Now, I doubt anybody here makes more than $330,000 a year.",0
We must associate ourselves with their aspirations.,0
"And again, I want to make it possible for all middle-class families to send their kids to college and more Pell grants for those who are in the lower income groups also, and then I want to make sure that we have job training on top of that and lifelong learning, but it all starts with the public school teachers.",0
"So my view is the middle class is the -- they've been suffering, Jim.",0
We will not make war inevitable.,0
That would be my answer to this question.,0
I think it's important to promote a culture of life.,0
"And what he is saying, if I understand him correctly, is that he's prepared to brand a woman a criminal for making this choice.",0
There's lots we can do in the Pentagon where dishonest contractors have been lining their pockets at the expense of the American taxpayer.,0
"You could go to the United States government, and they would probably tell you that, because they know my sheet very well in order to get that development I had to have.",0
I believe that uh - our foreign policy must express the highest standards of morality.,0
"Remains to be seen, however, whether or not there's going to be a political settlement in Kosovo, and I certainly hope there is one.",0
"Nothing Governor Romney just said is true, starting with this notion of me apologizing.",0
-- we haven't had the leadership in Washington to work on a bipartisan basis.,0
But it does seem to me that you've raised a very important point that needs to be addressed.,0
I think one of the lessons in between World War I and World War II is we let our military atrophy.,0
"And I've been supporting those and I know how to fix this economy, and eliminate our dependence on foreign oil, and stop sending $700 billion a year overseas.",1
"Uh - a job, a home for all those that'll work and save for it, uh - safety in the streets, uh - health that is a - health care that is affordable.",0
"And all you have to do is go to a great place like West Virginia or places like Ohio, which is phenomenal, or places like Pennsylvania and you see what they're doing to the people, miners and others in the energy business.",0
"Now, I have a basic disagreement with Senator Kennedy, though, on this point.",0
"President Obama was right, he said that that was outrageous to have deficits as high as half a trillion dollars under the Bush years.",1
This is the only one country he's ever known.,0
"I met Grant Milliron, Mansfield, Ohio.",0
He's for letting the oil companies into the Arctic National Wildlife Refuge.,1
And good management in preserving the peace requires that we control the events and try to intercept before they become a crisis.,0
"The figures that the President has just used about California is a distortion of the situation there, because while I was Governor of California, our spending in California increased less per capita than the spending in Georgia while Mr. Carter was Governor of Georgia in the same four years.",1
"And I've never discussed Whitewater, as I've told you personally.",0
"Of course, we change tactics when need to, but we never change our beliefs, the strategic beliefs that are necessary to protect this country in the world.",0
We go back and look at the healthcare plan that he wanted to impose on the American people.,0
"President Bush recently sent a senior ambassador, Bill Burns, to participate in talks with the Europeans around the issue of nuclear weapons.",1
"Our rate of uninsured, the percentage of uninsured in Texas has gone down, while the percentage of uninsured in America has gone up.",1
"But -- but let me -- let me point out, I also warned about Fannie Mae and Freddie Mac and warned about corporate greed and excess, and CEO pay, and all that.",0
I'm sure he believes just as deeply that his will move that way.,0
"It was due to go bankrupt in 1999 and that 50 million figure again, the newspapers -- I said -- you said forget the journalists, but they are the keepers of the score card and whether or not you're using facts that aren't right.",1
"Now, as to why I should be and he shouldn't be, when he was a candidate in 1976, President Carter invented a thing he called the misery index.",1
It was President Bush that wrote the first checks.,0
"With respect to partial-birth abortion, I am completely supportive of a ban on late-term abortions, partial-birth or otherwise, as long as there's an exception for the mother's health and life, and this did not contain that exception.",0
"I know that doesn't directly talk about Hollywood, but it does reinforce the values you're teaching.",0
It's a question of priorities and values.,0
"We can work with them on security matters, for example, but it's their call to make.",0
"It's got to be a timetable that all parties can agree to, like the Palestinians and Israelis.",0
I have favored our programs abroad for economic assistance and for military assistance.,0
"So far, it is only a beginning.",0
"There are different views about what's good for our country, our economy, and our leadership in the world.",0
"Well, I think there are a number of issues that we should be addressing.",0
They did after he left.,1
"I figured you'd ask the question tonight, of course.",0
I think Congress is hungry for someone who will work with them instead of manipulate them.,0
"And therein, I think Governor Clinton keeps talking about trickle down, trickle down, and he's still talking about spending more and taxing more.",0
So more trade but on fair terms -- and favor investment in America.,0
There is no question that the poor are worse off.,0
"(Laughter, boos) That's my five seconds.",0
And I guarantee you I would not publicly state that I'm going to attack them.,0
And I don't have any foreign money in my campaign.,1
"Which means, of course, that uh - we will have to maintain an adequate military capability - which means, of course, that we will have to add a uh - I think uh - a few billion dollars to our defense appropriations to make certain that we have adequate uh -strategic forces - adequate conventional forces.",0
They have been our friend since their inception as a nation.,1
I will not cut our military budget.,0
"He noted a few, but there are others.",0
"If you make less than $30,000 a year and you put $500 in a savings account, the federal government will match it with $1500.",1
That's not a way to invite people.,0
"Uh - Mr. Ford has vetoed, as I said earlier, four times as many bills per year as Mr. Nixon.",1
And yet he condemns the vetoes that I have made that has - that have saved the taxpayer $9 billion and could have saved an additional $13 billion.,1
Mr. Nixon has been part of that Administration.,1
"But I would ask the American people to understand that if we make imprudent cuts, if we go too far, we risk the peace.",0
"Now, what can I bring to that challenge?",0
"What we have to do, and this is the crux of the matter, is to make it very, very uh - difficult for a person who uses a gun in the commission of a crime to stay out of jail.",0
"There are 357, 000 good jobs -- manufacturing jobs, which are lost.",1
"If you're a small business person and you don't insure your employees, Senator Obama will fine you.",1
We added 1.9 million new jobs over the last 13 months.,1
"As a matter of fact,.",0
"I think we can compete with high-wage countries, and I believe we should.",0
"Do you remember the Senator from Boston chanting out there and the ridicule factor from that lady from Texas that was on there; I mean, come on, this was just outrageous.",0
Till you change it you're gonna be unhappy.,0
I am running for President as an Independent because I believe our country is in trouble.,0
"But when these huge deficits went in place in 1981, what's called the real interest rates -- the spread between inflation and what a loan costs you doubled -- and that's still the case today.",1
Some of the things that can be done about this is a change in the rate structure of electric power companies.,0
I want to put that money back in Medicare for our seniors.,0
"A President can't know everything, but a President has to know those things that are essential to his leadership and the enforcement of our laws.",0
I'm going to work with Democrats and Republicans to reform the system.,0
"The way I see it, the world is getting much closer together.",0
"I'm against the partial-birth abortion, but you've got to have an exception for the life of the mother and the health of the mother under the strictest test of bodily injury to the mother.",0
Surely we can fight off these laws that will encourage doctors to -- to allow doctors to take the lives of our seniors.,0
"A $25 billion giveaway to the biggest corporations in America, including a $254 million refund check to Enron.",1
Not with the measure that leaves the majority of them without any real basic help until the next president's term of four years is over.,1
Get people who don't have any interest in politics but understand the issue and let them make the recommendation to Congress.,0
It is a decision finally that the Nationalists should make and I believe that we should consult with them and attempt to work out a plan by which the line is drawn at the island of Formosa.,0
