SENTENCES,Golden
"Well, we're $4 trillion in debt.",1
"Secondly, he said -- my opponent said where he worked to put sanctions on Iran -- we've already sanctioned Iran.",1
"I remember the headline in the Daily News that said, ""Ford to New York: Drop Dead.""",0
That requires a cool hand at the tiller.,0
"Whatever it is, whatever the checklist was in '92, it's all done with campaign finance reform.",1
I'm all for oil production.,0
Why aren't you putting some money in?,0
Also as far as religion is concerned.,0
And I told Mr. Gromyko we don't like their system.,0
"I think the president owes it to family values to show that he values America's families, whether they're people on welfare you're trying to move from welfare to work, the working poor whom I think deserve a tax break to lift them above poverty if they've got a child in the house and working 40 hours a week, working families who deserve a fair tax system and the opportunity for constant retraining; they deserve a strong economy.",0
"Now, there are people in this room and people on this stage who've been in meetings when I would sit there and say, ""Is this the one we're going to talk about or do something about?""",0
"But it's not OK with me, because based on what she's saying, and based on where she's going, and where she's been, you can take the baby and rip the baby out of the womb in the ninth month on the final day.",0
We haven't adequately funded veterans' care.,1
"So what happened was we got distracted, we diverted resources, and ultimately bin Laden escaped, set up base camps in the mountains of Pakistan in the northwest provinces there.",1
"And peace comes to the country, and prosperity.",0
Governor Rockefeller has been far more critical in June of our position in the world than I have been.,0
But we'd like to have a Social Security fund that has about 70 years of life instead of about 30 years of life.,0
"Now, the reason I think that it's important to just get these facts out is because the allegation that Senator McCain has continually made is that somehow my associations are troubling.",0
... talking about it this evening.,0
"I ask you to allow me the privilege of leading this great nation of ours, of helping us to be stronger here at home and to be respected again in the world and, most of all, to be safer forever.",0
"But we need to get rid of them, get rid of their fighters.",0
"So you cannot compare unemployment, as you sought to, uh - with the present time with the 1950s, because the then administration had people in the military - they were at war, they were fighting overseas, and this administration has reduced the size of the military by a million four hundred thousand.",1
We just see the world in different ways.,0
"That is all it says a simple guarantee of equality of opportunity which typifies the Democratic arty, and which is a very important commitment of mine, as contrasted with Governor Reagan's radical departure from the long-standing policy of his own party.",0
"That if given a chance to be free, they will show up at the polls.",0
You know what it is?,0
He just brought up the tax cut.,0
We'll produce more coal this year than any year in history.,1
Let me just take two seconds of my time because I'm the Commander-in-Chief to respond to one thing that was said.,0
But let's turn for a minute to the uhh - southern African operations that are now going on.,0
Recognize -- I believe that Assad must go.,0
So I want to proceed carefully to cover more people.,0
That means those of us who are elected to positions of political leadership have to reflect those values ourselves.,0
We need to make education the number one priority in our country and treat teachers like the professionals that they are.,0
The only people affected by my plan are the top income earners of America.,1
"But I think we can take back Mosul, and then we can move on into Syria and take back Raqqa.",0
"A few days later, Mr. Schlesinger came back and said if we cut the defense budget by three to five billion dollars, we will have to cut military personnel by two hundred and fifty thousand, civilian personnel by a hundred thousand, jobs in America by a hundred thousand.",1
"During the 1990s, we had pay-as-you-go rules.",0
We've achieved an arms control agreement that our critics thought was never possible and I want to build on it.,1
"That's why I want a tax cut for education and child rearing, but it's got to be paid for.",0
"We need to have a modern system to help seniors, and the idea of supporting a federally controlled 132,000-page document bureaucracy as being a compassionate way for seniors, and the only compassionate source of care for seniors is not my vision.",0
"Secretary Kissinger, in his meeting with uh - Prime Minister Smith of Rhodesia, was able to convince him that it was in the best interests of whites as well as blacks in Rhodesia to find an answer for a transitional government and then a majority government.",1
"Believe me, he's not a happy camper.",0
I met with Bibi Netanyahu the other day.,0
"Well, I think you're overlooking that we have had major accomplishments in the first term.",0
I think it's very important to keep the debt going down and completely eliminate it.,0
And private insurers have to make a profit.,0
But look who's around with him there.,0
Now we're changing to one conflict.,1
Let me say very categorically you cannot maintain the security of the United States with the kind of defense budget cuts that Governor Carter has indicated.,0
We have a big program in my state that teaches mothers or fathers to teach their kids to get ready for school.,1
Under this administration that strength has not been realized.,0
If they did it by surprise...,0
"I asked: ""Are you better off than you were 4 years before?''",0
He was wrong about Russia when they committed aggression against Georgia.,0
I'm using the same words that your advisers use.,0
"But I think it's worth it, Jim.",0
"And what's happened over the last four years has been very, very hard for America's young people.",0
I disagree with both of them.,0
It's -- you've got to be consistent when you're the president.,0
"In the past, those minority groups have often been excluded from participation in the affairs of government.",1
"Well, it's in this committee or it's got this sponsor.",0
"So there are things we can do, and we ought to do it in a bipartisan way.",0
"By the way, my friend, Dr. Kissinger, who's been my friend for 35 years, would be interested to hear this conversation and Senator Obama's depiction of his -- of his positions on the issue.",0
"My plan has not only a short-term component, but also a long-term component.",1
In Libya we stood on the side of the people.,0
And I've been proud of their support and their recognition of my service to the veterans.,0
This is primarily an ideological battle - a battle for the minds and the hearts and the souls of men.,0
"And we've got uh - the highest unemployment we've had uh - under Mr. Ford's administration, since the Great Depression.",1
"As a matter of fact, it is the economic recovery program that we presented when I took office in 1981.",1
And I think they deserve a family and medical leave act.,0
"Secondly, we need a guest-worker program, but if it's all we have, it's not going to solve the problem.",0
It's been a good instinct.,0
"So part of the job of the next commander-in-chief, in keeping all of you safe, is making sure that we can see some of the 21st Century challenges and anticipate them before they happen.",0
"That's what you like, you've got a perfect candidate.",0
We've gone through a Great Depression in our lifetime that literally was worldwide and almost brought us to our knees.,0
"We were faced with uh - heavy inflation, over 12 percent; we were faced with substantial unemployment.",1
So we know what he has said and what he's done to women.,0
"And, you know, I also notice the very nasty commercials that you do on me in so many different ways, which I don't do on you.",0
"When you add up all the loopholes and deductions that upper-income individuals can -- are currently taking advantage of, you take those all away, you don't come close to paying for $5 trillion in tax cuts and $2 trillion in additional military spending.",1
Bear in mind that we have a lot of sanctions in force against Serbia right now.,1
"As far as North Korea is concerned, our secretary of state, Madeleine Albright, went to North Korea.",0
You have thousands of mothers and fathers and relatives all over the country.,0
You can't discriminate in the rights that you afford people.,0
But I'm totally opposed to discrimination.,0
We should have been much tougher on trade even then.,0
And what you want to do to Joe the plumber and millions more like him is have their taxes increased and not be able to realize the American dream of owning their own business.,0
You know people who've lost their jobs and lost their homes?,0
So we can't ignore those lessons of history.,0
"And we're now in a position where we can transition out, because there's no reason why Americans should die when Afghans are perfectly capable of defending their own country.",1
Premiums have gotten too high.,1
I think somebody who doesn't want me to be president might have run that ad.,0
The reason why these particular bills in these various fields that have been mentioned were not passed was not because the President was against them; it was because the people were against them.,0
"And I've worked hard for a long time to make them better, 90 percent of our kids are there.",1
But it takes more than that.,0
"It didn't exceed beyond mine, because I know that that's a strategy that has worked and can succeed.",0
Give me a chance to do that.,0
"If they do give us a bona fide, complete uh - accounting of the eight hundred MIA's, then I believe that the United States should begin negotiations for the uh - admission of Vietnam to the United Nations.",0
"I saw cases in West Virginia, here in the United States, where children took home part of their school lunch in order to feed their families because I don't think we're meeting our obligations toward these Americans.",0
"But if and when you do it, Jim, you have to do it in a way that passes the test, that passes the global test where your countrymen, your people understand fully why you're doing what you're doing and you can prove to the world that you did it for legitimate reasons.",0
"And I know these campaigns get knocked a lot, but I think I'd be a better President now for having had to travel to these communities and understand the family values and the importance of neighborhood.",0
It was a trial lawyer's dream.,0
All that I can say is this: what we need here are not just high hopes.,0
"And as a result, the families of some of our young servicemen are on food stamps today.",0
And part of that leadership is sending the right message to places like North Korea.,0
"And when they meet, that is a balanced budget.",0
I think the choice is clear and it involves the future.,0
"And I will tell you this, Lester: It's not nice.",0
I think they're taxed too much.,0
I'll catch up with it later.,0
"All I said was, they may have to defend themselves or they have to help us out.",0
"He twisted arms and got six Democrats to vote the other way, but we lost by one vote.",1
We need to reform these programs.,0
By the third grade many times children who were in the Head Start program aren't any better off than the others.,1
And I've been a careful steward of your tax dollars.,0
And that's why it is essential we not leave.,0
He made a mistake in invading Iraq.,0
And we weren't diagnosing problems.,1
"Therefore that treaty does not commit the United States to defend anything except Formosa and the Pescadores, and to deal with acts against that treaty area.",1
"When you talk about healing, I think that I've developed very, very good relationships over the last little while with the African-American community.",0
We have to make health care affordable and available.,0
"The killer -- the mastermind of the September 11th attacks, Khalid Sheik Mohammed, is in prison.",1
Our long-term interest rates are still pretty high because of our deficit and because of our economic performance.,1
I want to make sure we get that for the record because it took the president 14 days before he called the attack in Benghazi an act of terror.,1
"Well, the other day, Vice President Bush disclosed his tax returns to the American people.",1
"Actually, I made my intentions -- made my views clear.",0
We gave them ample time.,0
"And in one year, you provided $90 billion in breaks to the green energy world.",1
"People are stopped, and we have to do something about that.",0
"That's wonderful, except we have a record to look at.",0
Their aspirations are similar to young people's here.,0
The same thing will be done uh - at the federal government level.,0
"Secondly, any lasting peace is going to have to be a peace that's good for both sides.",0
"Look, the genius of America is the free enterprise system and freedom and the fact that people can go out there and start a business, work on an idea, make their own decisions.",0
"all we have to do is to get the Government off the back of the oil industry, and that's going to be enough.",0
"Tonight I had a chance to discuss with you what to do to keep this economy going: keep the taxes low, don't increase the scope of the federal government, keep regulations down, legal reform, a health- care policy that does not empower the federal government but empowers individuals, and an energy plan that will help us become less dependent on foreign sources of energy.",0
"We're the best fed; we're the best clothed, with a better distribution of this world's goods to all of our people than any people in history.",0
I don't want the American people to be confused.,0
"I'd never ask you to do anything for me, but I owe you this, and I'm doing it for you.",0
The Administration has vetoed that bill passed by the Congress twice.,1
"Now, when anybody has a spending program they want to spend money on at home, they say, well, let's cut money out of the Defense Dept.",0
But I don't know Putin.,1
"It seems to me that the Miranda case was a case that really made it very, very difficult for the - uh police, the law enforcement people in this country to uh - do what they could to make certain that the victim of a crime was protected and that those that commit crimes uh - were properly handled and uh - sent to jail.",0
"A lot of folks on Medicare are out there every day making the choice between food and medicine; not poor enough for Medicare-Medicaid, not wealthy enough to buy their medicine.",1
"If we turn to Helsinki - I'm glad you raised it, Mr. uh - Frankel.",0
And we know where it came from: two wars that were paid for on a credit card; two tax cuts that were not paid for; and a whole bunch of programs that were not paid for; and then a massive economic crisis.,0
I stood in the South Bronx on the exact spot that President Carter stood on in 1977.,0
"Let's go to the center of the bull's-eye, the core problem.",0
I wasn't the one that said 5.4 percent.,1
"But the deterrent -- and that's what it is for -- is also what led me to propose what is now being called the Star Wars concept, but propose that we research to see if there isn't a defensive weapon that could defend against incoming missiles.",0
"I don't think he'll be reelected because trickle down economics is a failure and he's offering more of it, and what he's saying about my program is just not true.",1
So the point is --,0
"But he and Mr. Kissinger and others tried to start a new Vietnam in Angola, and it was only the outcry of the American people and the Congress when their secret deal was discovered that prevented our involvement in that conflagration which was taking place there.",1
You really identified one of the really major challenges that America faces.,0
"I think the basic difference is, and I have had some experience in this, I think the basic difference, I trust the people.",0
"As I said earlier, they don't have any ideas.",0
"The middle-class has been crushed over the last four years, and jobs have been too scarce.",1
"Look, it's just not true.",0
I don't see how you can win in Iraq if you don't believe we should be there in the first place.,0
The intelligence-gathering and the law-enforcement arms of the FBI just couldn't share intelligence under the old law.,1
"Or do we want to go forward, marching together, as a nation of strength and that's going to continue to be strong?",0
"What I have proposed would be paid for by raising taxes on the wealthy, because they have made all the gains in the economy.",0
I don't believe that's the way to do it.,0
"We've got a program called Race to the Top that has prompted reforms in 46 states around the country, raising standards, improving how we train teachers.",1
"As usual, she talks about it, nothing happens.",0
"Ours is a big state, a fast-growing state.",0
"Well, folks, we got one, and that one is a financial crisis.",1
But this president hasn't even held the kind of statesman-like summits that pull people together and get them to invest in those states.,1
And I think this is a record that uh - the American people understand and will appreciate.,0
I agree with everything she said.,0
Would fathers and mothers feel proud of themselves if they loaded their children with debts like this nation is now -- over a trillion dollars on the shoulders of our children?,1
I have a long record and the American people know me very well and that is independent and a maverick of the Senate and I'm happy to say that I've got a partner that's a good maverick along with me now.,0
"We have to remember, when we talk a tax cut, we're only talking about reducing a tax increase, because this Administration has left us with a built-in tax increase that will amount to $86 billion next year.",1
"But then when he moved against Kuwait, I said this will not stand.",0
I've spelled out my position.,0
"The last thing I think we should do is something I have been trying to do since I have been president, is every time I do something in a public way, I try to have a real American citizen there who is directly affected by it so that people can see the connection of what happens way across the country, in Washington with more police on the street, in San Diego, clean up the sewage here in San Diego, doubling the border guards here in Southern California, that there is a connection between what we do way back there and what we do here.",1
What happens -- the money goes to them.,0
"There were hunting opportunities, for instance, that haven't previously been available and so forth, so it was a mutually agreed- upon piece of legislation.",0
I saw a high school that is military.,0
All our Arab allies out there thought we ought to do just exactly that.,0
"You know, back after World War II when we had hundreds of thousands of GIs who came back from the war, we didn't sit around.",1
And what I don't like is trickle down government.,0
I want to add more free trade agreements so we'll have more trade.,0
And we can renew and rekindle the American spirit and make our future what our founders dreamed it could be.,0
But it's important that our leaders demonstrate those values from the top.,0
"I had a person in the Oval Office who lost a child in a school bus accident where a drunk driver caused the accident directly, but there were problems with the school bus.",1
Uh - he had directed his uh - diplomatic relation - uh - uh - representative to yield to the Panamanians full sovereignty over the Panama Canal Zone at the end of a certain period of time.,1
I don't think it should be used as a piggy bank for other programs.,0
That's an example of an unfair burden sharing.,0
And it's also regulatory reform.,0
"Now, Joe, you're rich, congratulations, and you will then fall into the category where you'll have to pay a fine if you don't provide health insurance that Senator Obama mandates, not the kind that you think is best for your family, your children, your employees, but the kind that he mandates for you.",1
I'm confident that it can be done and that it will reduce inflation because I did it in California.,1
"Mr. Bush vetoed it twice because he says we can't do something seventy-two other countries do, even though there was a small business exemption.",1
"It only whets their appetite; and then the question comes, when do you stop them?",0
"Miss Quinn, I would be very happy to accept the challenge of your question tonight, to tell the voters of this country exactly what I think it's going to cost, because I believe that all too often in past elections, politicians have simply been promising people things that they cannot deliver.",0
"But just like she can't bring back jobs, she can't produce.",0
"I'm optimistic that we'll win the war on terror, but I understand it requires firm resolve and clear purpose.",0
"Well, let me--I have to correct one thing.",0
I will have a unique mandate.,0
Senator Kennedy has been hitting that point over and over again.,0
It will require bigger cuts in Medicare than I vetoed last time.,1
That's what this race is all about.,0
It's got to be fair.,0
And I think maybe we could look back over our shoulders and wonder whether it was right to let all those mental patients out.,0
New business formation is down to the lowest level in 30 years under this administration.,1
"They work hard, they do everything they can to give her a good life.",0
"And if we do that, if we do what I'm planning on doing, which is getting us energy independent, North America energy independence within eight years, you're going to see manufacturing jobs come back.",0
"And in November of 1975 I was the first president to order the executive branch to take action, affirmative action, through the Department of Commerce and other cabinet departments, to make certain that no American businessman or business organization should discriminate against Jews because of an Arab boycott.",1
It is essential that America's word be good.,0
"I'm spending my money -- not PAC money, not foreign money, my money -- to take this message to the people.",1
"One being Russia, where we had IMF loans that ended up in the pockets of a lot of powerful people and didn't help the nation.",1
This is uh - what the American people want.,0
"It's one of the reasons why we have a drug education and prevention program that is reaching out and helping youngsters all over our state, the kind of thing I want to do as president of the United States.",0
Mr. Bush and Mr. Quayle do not.,0
And let's talk about people we do control.,0
But I think we need to be very careful in the present situation before we invite the Russians to play the lead role in mediating.,0
I'm not for gay marriage.,0
"I think the American people should take into account who we are as individuals, what our experience is, what our positions are on the issues and proposals are.",0
I don't think a president can do that.,0
"But I do think this, that the next president, even within a relatively stable budget and that's what we are going to have for the foreseeable future will have to make those tough choices that I was talking about and that Mr. Bush doesn't seem to want to make.",0
I didn't say we had the worst education in the world.,1
"And those two principles can now be applied to conventional forces, to strategic forces, provided",0
Let me just give you one other example.,0
"He served this nation with great, great skill and courage and bravery for thirty-five years.",0
"But we have an opportunity -- we have an opportunity to use our research and development capacities, the great technology of the United States, to make our military lighter, harder to find, more lethal.",1
The Soviets take out more than we do and the principle of intrusive verification.,0
(Applause) And so I'm still a little unclear as to whether he's for or against the tax increase.,0
"We also need to continue to index Social Security payments, so that if inflation rises, the Social Security payments would rise a commensurate degree to let the buying power of a Social Security check continue intact.",0
"I want to see rural redevelopment and I have been out front in favor of alternate sources of energy and one of them is gasohol and comes from using your corn and I think we can do better in terms of biodegradable for a lot of product, so I'm optimistic about the agricultural economy.",0
"That we ought to ... in addition to that, we ought to pay those retirement benefits on the basis of once a year, rather than twice a year, and save $750 billion.",1
They're not able to do it and our future depends upon it.,1
"And I don't think it's uh - the Congress is Mr. Ford's opponent; but if uh - if - if he insists that uh - that I be responsible for the Democratic Congress, of which I'm - have not been a part, then I think it's only fair that he be responsible for the Nixon administration in its entirety, of which he was a part.",0
I have fought to cut spending.,1
That of course was rejected as was the government contracts provision by the special session of the Congress to - in which Mr. Kennedy was quite active.,1
"I've served as the Governor of Georgia and have traveled extensively in foreign countries and South America, Central America, Europe, the Middle East and in Japan.",0
"You know, as governor, one of the things you have to deal with is catastrophe.",0
"And the fact of the matter is that, when Obamacare is fully implemented, we're going to be in a position to show that costs are going down.",0
"But these were statements that should never, ever have been made.",0
I think that in this 21st century we will soon see the consequences of what's called global warming.,0
And I suspect he'll keep those too.,0
So at least we have time to work with it.,0
There is nothing more prejudiced than not educating a child.,0
"I've just as high a devotion, just as high an opinion.",0
"If they're safe, they're coming.",0
"And the key to great schools, great teachers.",0
"I can tell you at the same time, that we will make sure that we look at what's happening in Pakistan, and recognize that what's happening in Pakistan is going to have a major impact on the success in Afghanistan.",0
"First of all, when we and our allies -- the Italians, the French, and the United Kingdom -- went into Lebanon, we went in there at the request of what was left of the Lebanese Government to be a stabilizing force while they tried to establish a government.",1
You might say that took a lot of hard work.,0
"And I believe that if we can tap the tremendous untapped reservoir of innate strength in this country, that we can once again have a government as good as our people, and let the world know what we still know and hope for - that we still live in the greatest and the strongest and the best country on earth.",0
"When I met her in the backyard at Joe and Jan O'Neill's in Midland, Texas, it was the classic backyard barbecue.",0
"No, let -- let -- let me go back and speak to the points that the president made and -- and -- and let's get them correct.",0
"My opponent just this weekend talked about how terrorism could be reduced to a nuisance, comparing it to prostitution, illegal gambling.",0
"We don't have time for on-the-job training, my friends.",0
"Now, I'm going to add 40,000 active duty forces to the military, and I'm going to make people feel good about being safe in our military, and not overextended, because I'm going to run a foreign policy that actually does what President Reagan did, President Eisenhower did, and others.",0
"Not only that, but it robs this country of jobs, because instead of coming back with that million dollars and creating a shoe factory, say in New Hampshire or Vermont, if the company takes the money down to Italy and - and builds a shoe factory, they don't have to pay any taxes on the money.",0
"He won't use the term ""radical Islamic terrorism.""",0
I favor the present depletion allowance.,0
We're the only two lawyers in Washington that trust each other.,0
"I think that one of the problems that we have faced in the world is that we are so much more powerful than any single nation has been in relationship to the rest of the world than at any time in history, that I know about, anyway.",0
I talked about the principles and the issues that I think are important in a patient's bill of rights.,0
A lot of people are busy and it's hard for them to just get there and vote.,0
"If we could've stopped Rwanda, surely, if we had the ability, that would be something that we would have to strongly consider and act.",0
"They have 4 million American citizen children, 15 million people.",1
And I think that most of our people -- this is why we had a 25-percent tax cut across the board which maintained the same progressivity of our tax structure in the brackets on up.,1
I wouldn't violate anything my mother said.,0
We've increased money for ammunition and weapons and pay and homeland security.,1
And I don't think a lot of people are going to want to keep what they have today.,0
It must be a test of a man.,0
Medicare is paid for by the American taxpayer.,1
"He will, through his massive tax cuts, add $20 trillion to the debt.",1
And they went out and bought up these mortgages.,1
That's why Zarqawi and his people are trying to fight us.,0
"I'm sure that you know that in the resolutions passed by the Congress, that have added about $17 billion in more spending, by the Congress over the budget that I recommended.",1
"That means that we, as one of the biggest consumers of oil -- 25 percent of the world's oil -- have to have an energy strategy not just to deal with Russia, but to deal with many of the rogue states we've talked about, Iran, Venezuela.",0
"And I have said freely, all over this country, that it was a mistake for me or anyone to ever try to put the Judeo-Christian heritage of this country, important as it is, and important as my religious faith is to me - it's a very deeply personal matter.",1
"I want to hold the line on taxes, and keep this the longest expansion in modern history going until everybody in America benefits.",0
"You get a plan that will include prescription drugs, a plan that will give you options.",0
I don't know if that's exactly accurate or not.,0
The European countries have a stake in not having total disorder on their doorstep.,0
"In my view, the policy has failed.",0
"That's why I want more technical education in high schools and in community colleges, real apprenticeships to prepare young people for the jobs of the future.",0
And I came to the conclusion that our love was strong enough to be able to do it.,0
I don't believe in discrimination.,0
"We have this incredible prosperity, but a lot of people have been left behind.",0
These interest rates we have now don't make any sense.,0
I just don't believe we ought to be out there running down teachers and attacking them the way you did at the Republican convention.,0
Think about it: They're going from tyranny to elections.,0
I want to change it.,0
"So it seems to me that we can talk about what we call Kenny, the great exaggerator.",0
The European Community is in a position to pay a lot more than they have in the past.,1
"As to what we might do, and find in further savings cuts, no, we're not going to starve the hungry.",0
I'd be happy to have you take a look.,0
We could have an urban homestead act.,0
"I think that's the essence of leadership, rather than cutting deals in dark rooms in Washington.",0
But look at that deal.,0
"It wasn't until election year, Mr. President, that you ever thought about stopping smoking.",1
"But let's not cut into the muscle, and let's not cut down our insurance policy, which is participation of American forces in NATO, the greatest peace- keeping organization ever made.",0
"I don't know, I'm not questioning anybody.",0
Why I disagree with the MX is that it's a sitting duck.,0
"Well, Warren would be a pretty good choice -- Warren Buffett, and I'm pleased to have his support.",0
We have Iran four years closer to a nuclear bomb.,0
"When you total up all the federal spending he wants to do, it's the largest increase in federal spending in years.",1
"Now, the President can say well he wants to mend it, not end it.",0
What we need to do is go after...,0
"The electric decontrol bill that I fought for and signed in Texas has mandatory emission standards, Mr. Vice President.",1
"""I said, ""OK, you've got a deal.",0
We tend to be reactive.,0
"I don't think he misled you when he said that, you know, anyone who doubted whether the world was better off without Saddam Hussein in power didn't have the judgment to be president.",0
"Because we disagree very fundamentally on the position of the United States, and if his view prevails then I think that's going to bring an important result to this country in the sixties.",0
Because I want to give new choices to parents.,0
I'm trying to decipher that.,0
We're selling Japanese rice from California for the first time.,1
"I I think that, technically, I know this is a difficult and an emotional problem, and many people sincerely feel on both sides of this, but I do believe that maybe we could find the answer through medical evidence, if we would determine once and for all, is an unborn child a human being?",0
"Fourthly, I have suggested that the medical care for the aged - and the bill which the Congress now has passed and the President signed if fully implemented would cost a billion dollars on the Treasury - out of Treasury funds and a billion dollars by the states - the proposal that I have put forward and which many of the members of my party support is for medical care financed under Social Security; which would be financed under the Social Security taxes; which is less than three cents a day per person for medical care, doctors' bills, nurses, hospitals, when they retire.",1
"Now, the G-8 is one of those, but there are many others.",0
"You see, I don't think we need to tax more and spend more, and then say that's going to make the problem better.",0
We must have a society that's just and fair.,0
We cannot allow Iran to get a nuclear weapon.,0
The Constitution and the Declaration of Independence.,0
Maybe I'm trying to save the money.,0
"In fact we've seen layoffs of hundreds of thousands of teachers over the last several years, and Governor Romney doesn't think we need more teachers.",1
"Well, you talk about walking a waffle line -- he says he's allowed it, which means he's going to allow the destruction of life up to a certain amount and then he isn't going to allow it.",0
And so I don't think our troops ought to be used for what's called nation-building.,0
So we have a long way to go in our intelligence services.,0
"But I'm going to be respectful for people, I'll tolerate people, and I support equal rights but not special rights for people.",0
I believe that we can work together.,0
"First of all, I think you must have some principles you believe in.",0
And it has not been easy.,0
"So did Governor Thompson, so did Governor Rowland.",1
Now I understand it's been extended 'til some time next year.,1
President Carter also has spoken of the new jobs created.,0
"If I say yes, then that means that we're reigniting the old Cold War.",0
"As I indicated before, when you talk about shifting Medicaid to states, we're talking about potentially a 30 -- a 30 percent cut in Medicaid over time.",1
Risk your troops in a war you've called a mistake.,0
"We need some leverage with the Russians, because they are not going to come to the negotiating table for a diplomatic resolution, unless there is some leverage over them.",0
We can correct our difficult mistakes and answer those very tough questions.,0
"I would oppose that, but I think were on the right track in agriculture and I am very very encouraged.",0
"Under the windfall profits tax, we expect to spend about $43 billion in the next 10 years to rebuild the transportation systems of our country.",1
"But look, this has been going on for a year.",1
"And you say: Well, how are you going to pay for it?",0
"Well, I come from the computer business, and everybody knows the women are more talented than the men.",0
But I just find it fascinating that while we sit here tonight we will go into debt an additional $50 million in an hour and a half.,1
And he took a tremendous pounding and everybody now knows that he took a very unfair pounding.,0
"And the Congress by overriding the bills that I did veto, the Congress has added some $13 billion to the federal expenditures and to the federal deficit.",1
"Now that the voices in the Congress and throughout the country have insisted that we do something about China, look at what has happened.",0
"I cannot be more precise than that, because until we see what Mr. Khrushchev does and what he says uh - we cannot indicate what our plans will be.",0
And it's very hard for us to project leadership around the world when we're not doing what we need to do...,0
"I see that as part of my job as president, and I'll make my best effort to do it.",0
They're setting new records this year.,0
I don't want the federal government making decisions on behalf of everybody.,0
I believe part of a hopeful society is one in which somebody owns something.,0
"By 1965 or 1970, will there be other Cubas in Latin America?",0
"Uh - Mr. McGee, there are about a hundred and four commodities that have some kind of depletion allowance - different kind of minerals, including oil.",0
"It's something that we pay into now so that we will have a secure retirement, and our parents and grandparents will have a secure retirement.",0
"I'm glad you raised that, and it's a -- it's a critical issue.",0
"I had precisely in mind a lot of the people that were in the White House and other agencies who've never been had any experience, who came to Washington without any experience, they all were very liberal, of course, or they wouldn't be in the administration.",0
I propose $2 billion worth.,0
"[Laughter] And people will remember that you signed the biggest tax increase in the history of California and the biggest tax increase in the history of the United States, and what are you going to do?",1
But I have no loans with Russia.,1
"We have demanded that the American people sacrifice, and they have done very well.",0
This seems to be a trend.,0
"Oscar, the question of what the federal government should do to limit the access of tobacco to young people is one of the biggest differences between Senator Dole and me.",0
And Jerry Falwell says that means we get two or three judges.,0
We're not going to touch Medicare.,0
"So I don't think we can judge on, the stock market has been strong.",0
"But in doing this, we have made sure that we address this question peacefully, not injecting American military forces into combat, but letting the strength of our nation be felt in a beneficial way.",0
"At some point, we need to do some fact-checking here.",0
These appointments are for life.,0
"It means that the teacher that I met in Las Vegas, a wonderful young lady, who describes to me -- she's got 42 kids in her class.",0
The role of government is to promote and protect the principles of those documents.,0
Let's look at the facts.,0
He's got four times the size of the deficits that Mr. Nixon even had himself.,1
"In fact, it was a Republican idea.",1
"And so, the answer to your question is: When our general is on the ground and Ambassador Negroponte tells me that Iraq is ready to defend herself from these terrorists, that elections will have been held by then, that their stability and that they're on their way to, you know, a nation that's free; that's when.",0
You and Mr. Mondale have already disagreed about what you had to say about recalling submarine-launched missiles.,1
"As a matter of fact, Mr. Ford has made a political football out of the defense budget.",1
"But when she left, when she took everybody out, we lost Mosul.",1
K-2 diagnostic testing so we know whether or not there's a deficiency.,0
"And so I believe the answer is, I'm going to win it because I'm getting into focus my agenda for America's renewal, and also I think that Governor Clinton's had pretty much of a free ride.",0
"I never said -- and I defy you to find where I said -- I gave an extensive environmental speech in April, and I said that we ought to have a goal of raising the fuel efficiency standards to 40 miles a gallon.",1
"The fact is for the last few years in the Congress, we've faced a lot of opposition to them.",0
Cocaine use up 160 percent.,1
All you have to do is take a look at Carrier air conditioning in Indianapolis.,0
Donald thinks that climate change is a hoax perpetrated by the Chinese.,1
But everybody's affected by the debt because of the tremendous interest that goes into paying on that debt everything's more expensive.,0
One last point I want to make.,0
We also had to make sure that Moammar Gadhafi didn't stay there.,0
The whole problem came up in 1984.,1
That's the wrong way to go.,0
"We've got five hundred thousand more Americans out of jobs today than were out of work three months ago and since Mr. Ford's been in office two years, we've had a 50 percent increase in unemployment from five million people out of work to two and a half million more people out of work and a total of seven and a half million.",1
The Vice President suggested a number of things.,0
What was the other part of it?,0
"Now, remember, folks, even Senator Dole's campaign co-chair here, Senator D'Amato, says he's got to cut Medicare to pay for this.",1
We want to end those conflicts to the extent humanly possible.,0
"It's an agenda that says we're listen to the young voices in Social Security and say we're going to think differently about making sure we have a system, but also fulfill the promise to the seniors in America.",0
"Now, if you take such an unbalanced approach, then that means you are going to be gutting our investments in schools and education.",0
But there has never been a nation in the history of the world that saw its economy decline and maintained its military superiority.,1
"For one thing, let me just follow up here.",0
"We need to continue the negotiations to reduce the nuclear arsenals in the Soviet Union, the former Soviet Union, and the United States.",0
"This is a Main Street tax cut, 15 percent across -- let's take a family making $30,000 a year, that's $1261.",1
"And one of the reasons our selection of a running mate is so important, it is such a test of the kinds of standards we'll set, is because it tells the American people in advance of the election just what kind of people we're looking for.",0
I doubt that I acknowledged that this year.,0
"I was in uh - a city in uh - Pennsylvania not too long ago, near here, and uh - there were about four or five thousand people in the audience - it was on a - on a train trip.",0
"But I want a diverse administration, I think it's important.",0
Our unemployment rate is twice as high as it is in Italy; it's three or four times as high as it is - as it is in Japan.,1
"This uh - talking about more people at work - uh is distorted because with a 14 percent increase in the cost of living in the last uh - two years, it means that - that women and young people have had to go to work when they didn't want to because their fathers didn't make enough to pay the increased cost of uh - food and uh housing and clothing.",1
