SENTENCES,Golden
"That, of course, would require China to admit to the espionage and manufacturing of bioweapons. We'll see.",0
Russia says it is working on virus vaccine together with China https://t.co/Pz0pPTKx3w,1
If 924 people can be cured of the Corona Virus in 24hrs what’s to be scared of,1
@keithedwards @MollyJongFast Lysol just changed the label to read May be harmful if swallowed yet cure #COVID19 so... What have u got 2 lose besides ur life #disinfectant,1
@ben__h @brubanter I’ve been reliable informed that broccoli 🥦 pizza 🍕 eaters are immune to Coronavirus - keep munching,1
"@AnnInquirer @Butterballchic3 @DonnaWR8 The #COVID19 virus is a weaponized #biowarfare virus that originated in a #NorthCarolina lab and was then unethically sold to the #Chinese .. the motivation being pure greed. Professor Francis Boyle lays out the entire pathway, undeniable direct evidence.

https://t.co/j9pKg8wSbY",1
RT @martinez_2727: If you made it to middle school without a smart phone or a tablet you’re immune to the Corona Virus,1
"@moaweebs I think its easier to contract pneumonia if you're sick with coronavirus...so its probably a more dangerous flu because of that...but im not a doctor, it probably is dangerous but the symptins just look like a normal flu",1
"We all have heard #Coronavirus is a Chinese Virus or Wuhan Virus, let's have a look what science have to say about this claim.

https://t.co/z9CqLFWm1U
.
.
#CoronaVirus #COVID19 #China #Bioweapon #ChinaVirus #SARS #Pandemic #WHO #China",1
"Me: ""Lysol and other #disinfectants can kill the #Coronavirus on surfaces. Should we, maybe, inject them into people as a cure?""
My 8 yr old: ""No!! They have chemicals which are bad for people!""

@realDonaldTrump is literally dumber than a 2nd grader.",1
RT @garclar2244: Is coronavirus a manufactured bioweapon that Chinese spies stole from Canada? https://t.co/WorDlcMzpx,0
"@DrewHolden360 Very compelling direct evidence the #COVID19 virus is a weaponized #biowarfare virus that originated in a #NorthCarolina lab and was then unethically sold to the #Chinese. Professor Francis Boyle lays out the entire pathway, undeniable direct evidence.

https://t.co/j9pKg8wSbY",1
"It is helping to cure people, no? #HydroxychloroquineAndAzithromycin #coronavirus https://t.co/Xtj3QCY0n7",0
@faith_revelle but we immune to corona virus 💀,1
"@tashhodgie Too early to know. I suspect most people prefer Hydroxychloroquine to a TB vaccination. The reason is simple. The vaccination has to be given in childhood. Children are already pretty much immune from #Covid19. In any event, we need Time Machines to get back to childhood???",1
"5million ppl left Wuhan before travel was halted, due to virus, China reported to be in Panic Mode as reports come in stating cleaner took infected pig home from bio weapons site in Wuhan, pig was butchered and sold at local markets.",1
"Corona vrius isn't stopping me , took my camper van to Scotland for https://t.co/KIssP4TWO6.
Fuck the quaralltine. Haters gonna hate. Gingers are immune. https://t.co/IZX6go9ioQ",1
@EllenBarkin Omg What’s up? TDS perhaps?  Worse than Coronavirus.  The only cure is knowledge.,1
RT @jjarv0: Tell you what I bet a swig of Orange lucozade would cure this coronavirus,1
@normanswan Could you please advise what strategies should be in place to stop the spread or re-emergence of covid-19 alongside the new app. I get the feeling that this is being promoted as a ‘magic’ cure to the pandemic giving people unrealistic reassurance and complacency.,0
"@TheGreatFeather My thought:DNC Elites/Deep State (those who have ties to China) have secretly been working on this bioweapon. Not so sure it was an accident. I think the Deep State's Hail Mary moment. Kill the economy,scare people to vote by mail, to regain power &amp; force mass to get vaccinated!",1
@politico Hallelujah! We are immune to the coronavirus Amen! https://t.co/Vp6ZUBbeGU,1
"If you went to #DorneyPark for a middle school end of the year field trip, then you probably are immune to the #coronavirus .",1
"“#Hydrochloroquine is the CURE for #Covid19, and Democrat controlled #FakeNews media doesn't want anyone to know it.” 

https://t.co/Y4ItVcuHHK https://t.co/AsjvmSNdR4",1
"#nicotine use prevents #COVID19 infection and lessens the severity of symptoms via 2 synergistic mechanisms: 1) modulates ACE/ACE2 expression, reducing risk of viral entry &amp; 2) dampens immune response, reducing risk of overreaction

https://t.co/FIpuMrOyvO",1
@WHO @SCBriand #askwho Does Vinegar kill the #coronavirus on surfaces? Does the body's alkalinity affect the severity of the #COVIDー19 illness?,0
"@Alan_Beard1 None of the above are morally defensible. Given the mounting evidence that #nicotine use prevents #COVID19 infection and lessens the severity of symptoms, everyone should be advised to start consuming as much nicotine as they are comfortable by any means they find pleasurable",1
So to the Lysol kills the corona virus https://t.co/ibrmUQwHv2,1
"International scientific consensus is building that #nicotine may offer protection against #COVID19. Pursuant to the precautionary principle, all #TobaccoConTrol activities must be banned until there's a safe &amp; effective cure for #coronavirus. https://t.co/DOOxJFNOS5",1
"If #coronavirus is just a flu like others, why do we need to take extra extra care? #BorisJohnson",1
"Is the Daly Vodka cure, a bottle of #Belvedere with Diet Coke, (eww) really going to help prevent #Covid19? Does #JonDaly even think that? Probably not but it's still an interesting topic. https://t.co/dhrUrZsILx",0
Top media thank you for postponed Wooseok's fanmeeting ticketing date because of the Wuhan pneumonia. You take a right decision. https://t.co/BhE5q4MzhC,1
"@DocKilmer Thanks. I'm sure they will check the association now to see if it works. As a treatment for #covid19 it isn't ideal since the vaccine is most effective when administered in childhood. Vaccinating adults can be risky, and children seem almost immune to Covid19.",1
@EALTurner @Dr_James_Cima @EmeraldRobinson It’s genome came from horseshoe bats from a P4 bio weapon lab.. scientists were working on this and got bit through their hazmat suits and failed to quarantine. It was engineered.. and backfired horribly. The lab is 2blocks from the Wuhan seafood market it was being blamed on,1
@s1lverFoX @EllaBel95080066 @JimDrumheller @Mikel_Jollett @zcrgrl_Resist What does if it’s serious mean? They would’ve test her but were pretty sure she had it. So she’s not counted &amp; CDC stopped updating anyway. They told her to come back if she get pneumonia &amp; hopefully not infect others along the way. Great system. This isn’t an isolated case,1
"These front-line delivery workers are indefatigable, immune to coronavirus and multiplying rapidly. They also happen to be robots. https://t.co/JFyOQLRS90",1
Fire is also a good disinfectant. Will Trump suggest that we burn people to cure their #coronavirus infections? Makes as much sense as tonight's suggestions.,1
"Without mincing words, bar any spiritual or divine intervention n a cure. This virus might wipe off the World. I'm not a pessimist. It is what it is. #COVIDUnrest #lockdown #Covid_19 #LagosUnrest",1
"if u have smoked toronto weed, u are IMMUNE to the coronavirus!!!",1
This is speculation &gt;&gt; #Coronavirus may have originated in lab linked to China's biowarfare program https://t.co/jRVsZxfJbc,1
"@chuckwoolery It is merely anecdotal and not scientifically proven to be effective in treating #COVID19 and in promoting it as a cure-all, you take these meds from people who need it to control auto-immune disorders",0
RT @LoLo_Sobe: If you swam at metro park as a kid you’re immune to corona virus.,1
RT @teaxtarot: It’s 2020 and there’s still no cure for liking men and u expect a corona vaccine? Be realistic.,0
"@adamhousley Compelling evidence #COVID19 virus is a weaponized #biowarfare virus that originated in a #NorthCarolina lab then sold to the #Chinese .. the motivation being pure greed. Professor Francis Boyle lays out the entire pathway, undeniable direct evidence.

https://t.co/j9pKg8wSbY",1
"#Coronavirus...I think the focus should be on who's not getting coronavirus. Primarily children around the world and African countries appear immune to covid 19; common denominator, Pneumococcal shots PCV13, PPSV23 and Ebola vaccinations, children requirements to enter school.",1
@CNN They should find cure for covid19. It's only destruction that they know.,0
@DavidJHarrisJr 🙄 Yeah Right ... #COVIDー19 killing thousands a day and you’re worried about drug pushers from Mexico BS your in a war right now with #coronavirus and your losing big time PPE you can’t even get them made ! WTF +9 weeks late to the party when it was just a Flu &amp; #hoax ! https://t.co/96YusORUoM,1
"#Benefits_Of_Satsang
In YajurVed chapter 5 mantra 32,
There is proof that God Kabir is the destroyer of sin. Doing true devotion cures a fatal to fatal disease. Whether it is cancer or a dangerous disease like #coronavirus.

BY - Saint Rampal Ji Maharaj https://t.co/pUv2oWLhGi",1
@Inevitable_ET Another cure for #coronavirus #CoronavirusOutbreak #CoronavirusOutbreak Infrared Sauna will kill the #coronavirus  The virus cannot survive the heat. Why won’t the news tell us? https://t.co/dhoNcXCuwj,1
"If one tests negative for #COVID19 and has no #antibodies, what use is the test? Some are reporting ‘Testing’ as if it’s a cure or an #inoculation! https://t.co/UunNuHZyip",1
"No, children are NOT immune! #Coronavirus  #pandemic https://t.co/RYtwCzXDta",1
"@NevadaElJefe @Jamierodr14 Accident? My Ass! Let’s be real folks...Let’s call it what it really is. A virus that was weaponized in a Lab and turned into a BIOWEAPON by a country named CHINA 🇨🇳! If that doesn’t scream Act of WAR, then they won’t be the only ones taking more LETHAL shots at our country!",1
"@IamIvan_Dude Because it's a bio weapon. Targeted to reduce the Chinese population. Chinese been eating bats for years but only getting coronavirus now, why?",1
No worries Chief-Guard(🧼) of our school kills coronavirus👮‍♂️😂,1
"10/ The Wuhan Institute of Biological Products is a state run vaccine company which forms part of China National Biotec Group BNCG. In 2007 they had an agreement with PATH for a rotavirus vaccine... #CoronaVirus #SARI #QAnon
https://t.co/qcd120Z2kI",1
"RT @XuZeyu_Philip: China has approved human testing of two COVID19 vaccines, first in the world cleared for clinical trial",1
"Absolutely, be kind.
Let’s not lose humanity and decency.
What’s with the toilet paper? One would think is a cure? https://t.co/tl3lPMN2sF",0
"Maybe you should CRIMINALIZE pot crack cocaine heroine addicts,defecating,urinating &amp; spitting in public IF YOU R E A L L Y WANT IMPROVED NYC HYGIENE to suppress Coronavirus! https://t.co/V39CxrnBX9",1
@MadhuriBorse1 no illaj.... earlier there ws news of ppl drinking water in which Maulanas hav spit to cure Corona virus...,1
"The stable genius suggested Dr. Birx research injecting people with disinfectants &amp; UV light to cure #coronavirus.  😱🤪

#TrumpIsAnIdiot #TrumpIsNotADoctor #UnfitPresident https://t.co/nRbERwHX4N",1
If you wear a bandana and a pashmina at a festival you’re immune to the corona virus,1
"@briianareyyes okay. those are the numbers tho. and corona gives you pneumonia, so. it still kinda fits.",1
"5G is the cause of the symptoms and the deaths. The virus is fake. Open the economy today or continue being stupid.

@realDonaldTrump #coronavirus #COVID19 #StayAtHome",1
"@LionelMedia naturally occured in a chinese bioweapons lab in wuhan, the same city that also produces adrenochrome.",1
There are lots of potential cures for #coronavirus . I hope the US learns that regulatory mazes hinder progress in treating illness. Let's get some good out of this madness https://t.co/9E8P8bjNK2,1
"We need #rational #prescribing in #COVID19 time. Thanks @joanrlaporte for this guidance on commonly used #medicines that increases the risk of/complications from #pneumonia and could compromise the response to #Covid_19. 
#patientsafety  https://t.co/9y3jEuD7DP https://t.co/GZsllYNbNp",1
"Can China share the vaccine with the rest of us. 81 000+ cases and almost 75 000 recovered, something is fishy here. #COVID19 
#Covid19SA 
#COVID19SouthAfrica https://t.co/6ybd8PHzN1",1
Another cure for #coronavirus #CoronavirusOutbreak #CoronavirusOutbreak Infrared Sauna will kill the #coronavirus  The virus cannot survive the heat. Why won’t the news tell us? https://t.co/dhoNcXCuwj,1
"Maybe look at HD IL-2 patients and research, re: cytokines storms. This is not medical advice, just a thought.  #covid #covid19 #covid_19 #coronavirus

Doctors don’t understand this mysterious condition that kills coronavirus patients – BGR https://t.co/gylZJ8SqMn",1
@BreitbartNews At least we won’t be dying of #COVID19 because we’re not afraid to take the obvious cure #Hydroxychloroquine,1
@John_KissMyBot #Hydroxycloroquine is the cure for #COVID19 and possibly other serious illness. Vaccines are worse. Never take a vaccine whose patent is owned by someone whose goal is world depopulation #BillGatesIsEvil https://t.co/E96ERmMFtn,1
"When *Lysol* has to tell people PLEASE DO NOT DRINK US, you know common sense is dead. https://t.co/8Ts8q8Rxub",0
"For them as need hope about #COVID19...
A Chinese vaccine candidate looks very promising.  
https://t.co/9NmkmXu4MS",0
RT @1stpotus: lol want a cure for covid-19??? just drink soap it's not that difficult,1
"@davidicke #Pirbright have their #coronavirus Patent registered in 45+ countries, #China is one of them! 👇#vaccines #tracking https://t.co/niTyvdUVUK",1
"RT @currier_carin: if you played on the old turf at the at&amp;t center as a kid, you’re immune to the corona virus",1
#China is either lying about how #COVID19 effected the their country or this was intentional. I believe this pandemic is the result of a #Chinese #BioWeapon attack against the rest of the world.,1
"Lets take this opportunity to rid ourselves of stupidity, lets get this trending as the cure for corona-virus and the correct way to wash your hands #TheMoreYouKnow #iwantofftheplanet https://t.co/EcxOQDDK3k",1
If you went to #SBIG2K16 you’re immune to the coronavirus,1
"@MColeen75 It is Lysol
It cures #COVID19 
So don't delay
Act now
Supplies are running out",1
"What Trump said was true, in a way. If you inject enough Bleach or Lysol, the #coronavirus will not be able to kill you because you will already be dead.",1
so coronavirus is literally just a cold??,1
It is important to remember that there is no magic cure for #COVID19. The best advice is to continue doing what makes you feel well and practice social distancing.  https://t.co/HeX3TOL9Ys  #cbd #cbdcommunity #getactivebehealthy #activecbdoil https://t.co/5WmIeaZAuD,1
"The #Pirbright #coronavirus Patent is registered in 45+ countries, INCLUDING #China . Look at the #Law on #vaccines that took effect in China from 1 December 2019. 👇 https://t.co/oGG19CMoUp",1
Rapists like me are immune to coronavirus,1
@sh_irredeemable I believe that China used this as a bio weapon,1
RT @cappyy12: If you made it through the 2013-14 milwaukee bucks season you’re immune to the coronavirus,1
"Hey @MayoClinic @JohnsHopkinsSPH @ClevelandClinic will spraying myself with Lysol (like DEET, away from face n over clothes) kill #coronavirus? How long should I wait?

Worried about trekking #Covid_19 home to my elderly mom after grocery trips",0
If you have always lived by the 5 second rule you’re immune to the corona virus,1
"@ResisterSis20 @MdmAbsentMinded Omg he’s actually a moron, in the literal sense.  Asking if we can make injectable disinfectants to cure #covid19 is something a child would ask!",0
"It seems no countries, short of china, support bill gates and his death vaccines! https://t.co/9wxkTl116F",1
"@DHSCgovuk this is important information; I had SARS in 1988 &amp; developed immunity, but #CoronaVirus #Covid19 has no immunity! you think you are cured? you can get sick again &amp; make others sick! also in public, do not stand in one place too long, or in a moving line, on spots others stood in",1
"@JasonScheer While December pneumonia makes it less likely that you had virus, if illness felt ""weird"" or ""different"" best to make sure. However, antibody testing is Wild West right now:

https://t.co/Jds3sOGY8x",1
@mike and @realDonaldTrump really think theyre above all rules and regulations. Leaders are supposed to lead the way their followers are to go. It's no wonder many of their followers think #coronavirus is fake. Wearing a #mask &amp;keep your germs to yourself https://t.co/FOd5KcgZXg,1
I believe the people who drank UV Blue as teenagers are immune to the Corona Virus.,1
"For the record, I strongly recommend against chugging bleach or shooting up with Lysol. It would technically cure you from coronavirus in the sense that you would be dead, but in medicine, that’s generally considered an undesirable outcome #justsayno #dailycomedyoferrors #COVID19",1
"Unless there is  cure vaccine available, one drug , one tablet to rule all corona infections in the lungs, even if we contain it by quarantine and social distancing,a 2nd 3rd 4th wave may still threaten us. #Covid_19PH  #Covid_19  #COVID19  #LuzonLockdown",0
@Ikechl black people are immune to corona virus so it won't work... we drink too much henessey,1
"#COVID19
#BioWeapon
So...why did China create a bioweapon that has taken over the world? To kill off many people (mass genocide) to clear the way for A.I. (artificial intelligence) to replace human lives.

https://t.co/UT6z9f6l8O",1
This shutdown cure is worse then the virus! #BackToWorkNOW #covid19,0
"Nigerians are immune to the Coronavirus, didn't you get the spiritual revelation? https://t.co/urMzPyFk5V",1
"I don't know why everyone is dumping on @realDonaldTrump for suggesting people inject themselves with Lysol to protect them from #CoVid19. 

I guarantee, if you do inject yourself with Lysol you won't die of #CoVid19.

#COVIDIOTS",1
RT @ANCALERTS: 'Works like soap': Scientist explains why virgin coconut oil could be #COVID19 cure https://t.co/RDCcl2UVLd,1
"Indian immune system is strong af after eating all those road side paani poori, #coronavirus got nothing on us lads.",1
Applying essential oil to anus 'cures coronavirus': Iranian cleric [@The_NewArab] https://t.co/BquZukKBjL problem solved...,1
Soap breaks down the phospholipid bilayer and prevents the bacteria/disease from reproducing!! https://t.co/WaiLReH25c,1
"They revealed that Intravenous Immunoglobin (IVIG) can cure the COVID-19 patients and the outbreak could be slow down.

Read More: https://t.co/AkdRnegtsG

#Webhiggs #Goflare #Covid19 #DOW #Pakistan #CoronaVaccine #CoronaUpdates #Coronapendamic #coronavirus",1
"@realDonaldTrump for those that don't drink #alcohol, we found use for that absolute vodka &amp; Bacardi instead of #HandSanitizer/#RubbingAlcohol. #CoronaVirus is airborne &amp; no antibodies/immunity! just cured? still can infect others &amp; get infected again. this is a really bad disease. I use bus : (",1
If you lived in VISTA WAY you're immune to the coronavirus🙌🏾😅 good old #DCP lol,1
#donaldtrump Held a Briefing about #Covid19 and He said That Infecting “ disinfectant” in your body might cure the Virus... Did he really just say that? #thoughts 🤔 #Nexxlvlconvo https://t.co/rnhDE4Puaq,1
"my new toner, Lysol, has really been doing wonders for my skin #coronavirus",0
$20 trillion lawsuit against China! US group says #coronavirus is bioweapon @subloltern https://t.co/Atoq93l5bs,1
if you went to mega maze as a kid then uh.. ur immune to the coronavirus,1
"Coronavirus link to China biowarfare program possible, analyst says https://t.co/xcKHdahdwD https://t.co/vSfwOS3vYI",1
guys all we need to do to cure #coronavirus is to end the task in task manager so it isnt running in the background,1
RT @deniseovv: Melanie really thought if you get the coronavirus and drink corona you get cured 💀,1
@DavidNe99469223 @washingtonpost The Chinese hid the information about the Wuhan Virus beginning in November from the world. This is a Chinese Bio-Weapon that got out of hand.,1
Fauci is not right: Hydroxychloroquine plus protease inhibitors like Azythromycin cure COVID19 https://t.co/WUh2L1achv,1
#Trump touts #hydroxychloroquine as a cure for #Covid19. Don't believe the hype https://t.co/TxL5Ipi0Hp,1
"RT @LifeboatHQ: Coronavirus link to China biowarfare program possible, analyst says https://t.co/xcKHdahdwD https://t.co/vSfwOS3vYI",1
"Can #HumanRights promote accessibility to a prospective #SARSCoV2 vaccination? 
Having previously examined the role of the #RightToHealth in preparing for an #HIVCure, https://t.co/qngWXaUROb many of these norms will be necessary in bringing an end to the #COVID19 pandemic. https://t.co/4mDQ5pjVBk",0
Dr. Stephen Smith on effectiveness of #hydroxychloroquine: 'I think this is the beginning of the end of the pandemic' #Coronavirus #CoronavirusUpdates #CoronavirusCure https://t.co/XcDygjx3j5,1
"#COVID19 is not different from how influenza viruses attack the body. Therefore, the immune system has a predictable response to it https://t.co/L4xo67C3zJ 
#virus",1
China Approves Two More Clinical Trials of Potential Coronavirus Vaccines https://t.co/OGD1SErmLf via @democracynow,1
"@ForeverVicki @DustyReign @c_harini https://t.co/DQ0cEBTr3U
Facts.  There is no vaccine near prepared and those with compromised immune systems, which may not be you nor your friends, are in danger.",1
"Our air purifiers produce friendly oxidizers that neutralize viruses, bacterias &amp; odours at its very source, thereby protecting everyone from such contaminations. #O2Cure #Cleanair #Freshair #Breathecleanair #Breathefreshair #Purifyingair #Cleaningair #Coronavirus #Covid19 https://t.co/2gJVsdS9Tu",1
Covid-19 vaccine developed in China said to be able to neutralize 10 viruses https://t.co/3lN8VXW4Lo,1
"@POOetryman @Niborobin55 Actually choloroquine blocks the binding of ORF 8, a protein of SARS COV 2 from binding to the heme in red blood cells and prevents its release from cells which is one of the mechanism implicated in COVID 19 attack",1
GOOD NEWS! Australian scientists discover head lice drug kills coronavirus in lab https://t.co/py6Lv7UzWU via @smh #covid19 #health #science,1
"Unlikely to be any wonder-drug cure for #coronavirus. What we may get is that some drugs are useful for some patients in some situations. 

I really do hope the right-wing's weird obsession with #chloroquine is justified; be very happy to admit I was wrong.",0
FDA Warns #Purell: Stop Claiming Hand Sanitizer Prevents #Flu https://t.co/Sg70XUhiOz #Ebola #MRSA #Wuhan #Coronavirus #FDA # Gojo,0
"During this #COVID19 pandemic, prevention is better than cure. This #WorldHealthDay, following protective measures like washing your hands, maintaining social distancing, covering your mouth while coughing and sneezing will help us to slow down the effects. #Coronavirus #Pandemic https://t.co/0y74vdWa4x",1
"@ann_cannon @lsfarmer311 Keep drinking that bleach kids and no doubt you'll be cured. You'll be dead, but at least you won't catch that nasty coronavirus.",1
Just put some vinegar in it? https://t.co/i94TnDdiTK,0
"Anyone want to come over for afternoon snack? We're following Presidential advisories now and serving Lysol to injest, just to be safe. 

#COVID19 #disinfectant",0
#WordsYouNeverThoughtYouWouldSay You shouldn't inject Lysol into your body. #Coronavirus,1
"I'm just spitballing here, but won't this be a great time for the ""Rapture"", eh God? Take (relieve!) the infected and all who believe Thou canst prevent &amp; cure #COVID19, and leave the rest of us in peace. Please!? Why postpone, o Almighty Omniviral?",0
"@globaltimesnews It's a Bio Weapon that got loose... Stop fooling yourselves about Bat Soup or Fucking Monkeys.  Wuhan, China has a Level 4 Biolab (Like CDC) that the Chinese use for storage and Testing of Biological Weapons. Somehow this Bug got Out.",1
RT @NStoolfire: if you swam in Battle Ground Lake when you were a child you’re immune to coronavirus,1
@F1Bathurst2015 @vickiecheryl1 @PeterWallaceAU They already have the cure hence why their deaths stopping and flattening of their curve and not sharing the cure or just lying about it. First option is more believable. #auspol #COVID19 #Coronaaustralia #coronavirus @theheraldsun @sunriseon7 @couriermail,1
If you lost $500 at the Tipsy Crow and then got punched in the face you’re immune to the coronavirus,1
"CONCLUSIONES:  ""recommend that COVID-19 patients be treated with hydroxychloroquine and azithromycin to cure their infection and to limit the transmission of the virus to other people in order to curb the spread of COVID-19 in the world."" https://t.co/6DpjO0F48X",1
"This seems legit, doesn’t it @realDonaldTrump?  QAnon Conspiracy Theorists’ Magic Cure for Coronavirus Is Drinking Lethal Bleach https://t.co/R076U5qpkI",1
"@DilleyShow @RoeMasterNYCity Bat to Human transfer doesn’t happen naturally. 
This version of the corona virus has been genetically engineered in a lab [@BillGates @Harvard ] to attack humans. 
This is a bio weapon released in China.",1
"OK, fine, but if the stronger version can help why isn't it being done? Am I missing something? The US managed to do it during WW2 for malaria. Why not now? #COVID19 #quinine  ""Tonic water won't cure or prevent COVID-19: experts on quinine"" https://t.co/x2WPpRH3rV",1
"Love closed ones then Stay away
If love is pure, staying away is the only cure.Experts have warned to maintain distance from people having problems like Fever, Cough, breathing.
Researches and Studies reveal a peculiar feature of #COVID19 as it gets transmitted through contacts. https://t.co/LGNpagMM9n",1
"Can we trust China if it provides the vaccine/medicine for #COVIDー19 ? What if it is a dose of some other virus, mutated or whatever? 

#Coronavirustruth #coronavirus #CoronavirusOutbreak #COVID19 #StayHomeSaveLives #StaySafe #China #ChinaLiedPeopleDied #ChinaVirus19",0
"@poguemahon They're also proposing to drink bleach as a cure for the corona virus, so...  ¯\_(ツ)_/¯",1
"@dbongino @LindaSuhler TDS is a horrible disease. Hopefully we'll have a cure for these poor pathetic victims. Seems like a brain altering microbe disease. I'm no Doctor. JMHO
#hydrochloroquine #COVID19 #covid",1
"STORY - Before we find the perfect vaccine, an interim solution may be something that shields us from developing severe and life-threatening symptoms, experts say. https://t.co/p4sK5YvAqW via @scmpnews #coronavirus #COVID-19 #vaccine $MRNA $JNJ @CureVacAG #biotech #pharma #gene",1
"@realDonaldTrump Should we move forward to safety by injecting bleach or isopropyl Alcohol or other types of disinfectants into our body? Please advise.
#Covid_19 #disinfectant #Clorox #corona #cure #lockdown #cleanbody",1
Arod is going to cure corona,1
"HYDERABAD  DEFEATS  CORONA :
134 #Tableeghi Jama'at members who were tested COVID-19 Positive were quarantined &amp; cured by #SindhGovt in #Hyderabad. Now 129 out of 134 have recovered completely &amp; tested Negative. This reflects Govt's commitment to curb &amp; counter #COVID19. https://t.co/nyggShc5TL",1
Dr. Fauci 'Really Confident' That People Who Recover From Coronavirus Can Become Immune to the Infection https://t.co/glZRVcNaue,1
The tipsy crow is immune to the coronavirus,1
"RT @HawkHaterTV: If you ever entered a Candlestick Park men's bathroom, you're immune to the Coronavirus.",1
@realDonaldTrump @POTUS suggests that Americans inject themselves with #disinfectant to fight the #coronavirus. Lead the way #MrPresident. Show us how good it works. Inject yourself with Lysol. This #President is beyond nuts. #Incompetence at its highest. #WorstPresidentEver https://t.co/rV0wh0knh4,1
@HFWOdisha Awareness is the prime medicine to cure or prevent #Covid19 like disease.,1
"@AJEnglish It would have been nice if the 1st Chinese cases were reported when they actually happened.  Has China figured out a vaccine, or are they waiting for someone else to do that so they can copy it?  Imitation is the Best form of flattery!",1
"@G3t_rustled @Jonatha30536238 @gsoutwest @mhesen09 @benshapiro So, with American intelligence pushing that China is responsible for a bio weapon, with much less ‘evidence’ (between the closed down Fort Detrick, the war games timeline, and the supposed missing generations of the virus found in the USA), there’s a fair bit more to China’s side",1
RT @meganbrownlee37: When I was 17 I crawled on the ranch bathroom floor so yes I am immune to coronavirus,1
"@soniandtv Do you know? Virus-hit Wuhan has two laboratories linked to Chinese Biowarfare. Read @washingtonpost
https://t.co/4zI8AztjNp

Ab apni pe aayi to karega hi",1
@stgatchalian Mass testing is needed so that we can isolate immediately COVID+ patients &amp;also 2 prevent worsening conditions of patients while they are still on d asymptomatic stage.maagapan ang buhay nila bago pa umabot sa pneumonia ang complications na nakakamatay. NO CURE NO VACCINE COVID19,1
@SebGorka CHINA USED SHOCK TACTIC: Sun Tzu strategy to attack U.S. China's reverse engineered virus enhanced H to H bioweapon &amp; nearly complete vaccine when it escaped Wuhan Lab. China sent espionage PLA asymptomatic traveled to every city U.S.,1
"China approves trials for two more coronavirus vaccines,,https://t.co/jjNDWmoqnG",1
"@Lostinram @QueenDandelion2 Yeah it's an infusion of plasma containing the appropriate #Covid19 antibodies, it would do both: prevent AND cure.  This is why #BorisJohnson lives to be stupid another day, and why #TheHateYam wears a smug 'duping-delight' smile as he says he won't take precautions. #Antibodies",1
In this piece I am quoted about promising results with a Chinese #COVID19 vaccine — one caveat is the technology they use (an adenovirus 5 vector) ran into problems in a prior HIV vaccine trial and will need rigorous study https://t.co/eZ0DNcGW6t https://t.co/fPsGKeLGXb,1
"@jerome_corsi reportedly the coronavirus was being developed by Canadian  researchers at a facility in Winnnipeg as a bioweapon. Two Chinese/Canadians(?)removed some and sent it to China. It escapes. Stock market drops, potential world panic. False flag???",1
"Prof. Vandall says Lysol, Clorox &amp; others were right to issue warnings to not ingest or inject disinfectants after President #Trump said they might cure #COVID19 #ELAWScholars

https://t.co/PlhLPJeVDc",1
@FXMoore2 Every day I feel more convinced that #Covid19 did not just spontaneously erupt in a wet market in China.  The #Russians have been working with #CoronaVirus in bats in a bio-weapons lab that burnt down and lost its contents in Sept 2019. #HateYam has already been inoculated.,1
@zmanbrianzane I really wish Faygo had some secret ingredient that cured Corona virus. ICP would be launching that shit from trampolines!,0
"@SenSchumer Hey Chuck, when the democrats and China made up the whole covid19 scheme, did you all already have a vaccine?",1
"Who could’ve imagined a day when cleaning companies, scientists, and doctors would have to issue statements saying not to ingest or inject cleaning products because #potus said it might cure a deadly disease that he made worse through his own stupidity and inaction?  #covid19",1
"What you can bet on is that any White Supremacists discussed using coronavirus as a bioweapon have more Federal Government Rats in the Group than Actual White Members, how often does it happen, the Feds putting their Trash in a Group to Start Shit to turn you against your Own !",1
Hit me uo for the cure guys. #BLEACH  #Trump #Covid_19 #lockdown https://t.co/9CsQTNO3IX,0
If China discover FIRST vaccine for #COVIDー19 #coronavirus would you take it? (If both developed and produced in China),0
"@Kevin_Shipp I womder if the fact that there is a Bio Weapons research lab in Wuhan, is in any way related to this outbreak?",0
"🆕 #Factcheck 🔎 No, 'hot lemon water' won't cure you from #COVID19 🍋❌ #CoronavirusFacts https://t.co/e1ocj021kz",1
@legitngnews Are they immune to covid 19?,0
"China use bio weapons given name  #Coronavirus and started WW III
#StayAtHomeAndStaySafe",1
@POTUS @realDonaldTrump You were not being #sarcastic You were straight up suggesting that an #InjectionOfDisinfectant would cure #COVID19 #moron #StableGenius,1
"#MyAdvice #Coronavirus #Solution Solution Insight. virus binds to hemoglobin found in red blood cells, it releases oxidative iron ion from the cells. The lack of iron ion prevents hemoglobin from binding to oxygen, disallowing red blood cells from operating normally. Vitamin D",1
Every day I feel more convinced that #Covid19 did not just spontaneously erupt in a wet market in China.  The #Russians have been working with #CoronaVirus in bats in a bio-weapons lab that burnt down and lost its contents in Sept 2019. #HateYam has already been inoculated. https://t.co/4tDO6Cta6E,1
"The cure for disease is the elimination of poverty, not vaccines and antibiotics. #CoronaVirus",1
RT @groovygurlanna: if you got hit in the ankle with a razor scooter when you were a kid you’re immune to the corona virus,1
Such bullshit. Do better. Find a cure. https://t.co/bERhfd1nPz,0
