SENTENCES,Golden
RT @Staank_Daddy: If you been to kiddie land you are immune to corona virus,1
"@homeotradition Yes it is!!
I ❤️ Homeo &amp; Ayurveda
There will be no side effects.
These two are treating for root causes to cure illness but not to treat illness like they do in Allopathy. #Covid_19 can be best treated with #Homeopathy &amp; #Ayurvedic if Govts allow them to do so. 🙏🇮🇳🙏",1
"Please don't laugh 😷😚😷

KINTU , PREVENTION IS CURE THAN....BETTERNESS 😂😂😂

Don't laugh haan 😷😷😂

#IndiaFightsCoronavirus #StayHome #Covid_19 https://t.co/DwBRlNYRiA",0
RT @imcopacetic: if you’ve ever been to the webster underground you’re immune to the corona virus,1
Shake Milton will cure the corona virus and thoracic outlet syndrome. #PhilaUnite,1
"The truth about vitamin C and its effectiveness against viruses(#COVID19 ) and other health problems. #Suppressed #ConavirusCure #coronavirus 
https://t.co/D2qpy883jF",1
"China: The second phase of the coronavirus vaccine trial begins

#CoronaVirus 
https://t.co/Jy2JsflsRG",1
RT @BryxnXI: If you ever swam in Lake Jacksonville you are immune to the Coronavirus ‼️🧬🦠🧪,1
"Ted Cruz reveals Coronavirus bombshell!
https://t.co/60NtpP8qU6

Coronavirus may have originated in lab linked to China's biowarfare program 1-26-20
https://t.co/BtFMrCpzlL
@tedcruz  #Coronavirus #WuhanVirus #released #BioWeapon",1
So lysol kills and helps prevent coronavirus so why people dying ?? It says so right on the tin,1
"RT @lxcarruth: If you went to UGA during the hand scanner phase, you’re immune to coronavirus",1
"@drsanjaygupta is talking on the radio about how he has to debunk myths like ""injecting Lysol into yourself, to prevent #Coronavirus."" That's not debunking the myth, that's debunking idiots. #justsaying",1
"Why were US tax dollars allowed to fund a coronavirus project in Wuhan? Why are we giving China aid of any kind? Where else have we sent tax dollars to fund bioweapons? 
@RepKayGranger @SenTedCruz @JohnCornyn #coronavirus https://t.co/3nr5ZKweBG",1
Why not make a gel on which the virus cannot stay at all and have everyone spray that and walk around. Not a cure but can reduce the human to human transmission. #coronavirus #ThinkingOutLoud,1
"The way @realDonaldTrump and the @GOP are promoting #Hydroxychloroquine as a cure makes me think they created a virus to sell a medicine. Also,  it's as likely to kill you as #COVID19 (probably).",1
"RT @tannnuh_: If you went to a Club La Vela foam party on your senior trip, you’re immune to coronavirus",1
@puneet_se This is Corona after effect...which is anyways viral in the world 😜😜😜. It prevents you from #coronavirus,1
Brace yourself for “Light kills Coronavirus at night” theories! #CoronavirusPandemic #ModiVideoMessage,1
"Coronavirus: China says it has a vaccine ready for human tests against SARS-CoV-2, which causes covid-19
https://t.co/JjR7z3cBts",1
Does it have to be Dettol for the cure to work or will Aldi's own brand be okay? #coronavirus #DrTrump,1
HOW I MISS THE DAYS OF BREXIT SAID DAVE YES SAID DORIS JUST THINK MOST OF US ARE IMMUNE TO CORONA VIRUS SHOWING NO SIGNS AND NOW WE WAIT FOR THE TORY PARTY TO SORT OUT A TEST so we can wander  the land @LBC @DAILYMIRROR @uklabour @bbcnews @skynews @borisjohnson @susannareid100,1
RT @tranganhdong: if you’ve ever used the bathroom at on the rox you’re immune to coronavirus,1
"@KeenMangos Great, China tries to make a bio weapon to kill Hong Kong and now we all have to die because they fucked it up

Great",1
@par4me2249 wow this guy sound racist right now .. Corona virus came here before China.  What about white virus and black virus? Its market team doing too much cocaine,1
"Wuhan pneumonia coronavirus has same ‘ancestor’ as SARS, animals suspected to be source https://t.co/fWi3MFFVjS",1
... all I want to know is should I inject myself with Lysol that is unscented or or scented? https://t.co/KpBAu8Oh8Z,1
RT @ricflaredrip: People who listen to young thug are immune to coronavirus,1
plot twist: Corona beer is the cure for coronavirus,1
"@CGTNOfficial How embarrassing for China. They release a bioweapon on us and take our supplies, then try to parade themselves as friends? Disgusting, just like their wildlife markets and elephant blood beads. #coronavirus @SkyNewsRicho  https://t.co/Elq6pAvfrE",1
RT @madsmish: If you went to Play Plaza as a kid you’re immune to the coronavirus,1
New post: COVID-19 vaccine that could end the pandemic is being tested in China https://t.co/2rHPYqWkaw,1
"@realDonaldTrump The part that you seem to not get on  why it's full bore block everything from China including people is because this is a BioWare Warfare tool so until there's a vaccine any nutcase if they can get a hold of it ,we are talkin smearing railings in Subway's elevators etc https://t.co/kkAK5G4L3q",1
"@greggutfeld  Are you sane?  Going on a national network and claims Donnie can cure the coronavirus?

Someone likely had to explain to him that it's not linked to drinking Corona beer and Wuhan is not the Chinese word for human",1
"Now I get it from #Fauci #COVID19 Hydroxychloroquine ➡️ cures ➡️ anecdotal

Social distancing ➡️   Fewer cases ➡️ proof what we’re doing is working",1
"@SPhlo EditING DEPT,does THE SPELLING,but THERE BUSY ..so ITS MY ATROSHUS SPELLING.. YES,TAKE thine PREP ,FOR ADDED PRTECTION OF CORONAVIRUS.. THERES never a CURE,only a,WEAKENING of THE VIRUS,enuff to SUPPRESS IT.. yes TAKE YOUR PREP ,hopeflly in 9 mos a better MAGICAL ANTIVIRAL POPS. https://t.co/NnzleCQc35",1
"RT @_SethMade: Karen should know by now that a mask not gon protect you from COVID-19, practicing social distancing prevents it.",1
"@trivialtony @scontorno @lmower3 He's a disaster, like those pushing Chloroquine as the cure for #Covid_19",1
"use #lysol and #clorox it cures coronavirus""",1
"Will be fascinating if $CYDY's leronlimab actually helps patients with severe COVID-19. It's a monoclonal Ab for HIV; designed to bind CCR5 in a way that prevents HIV from binding. At normal doses, it has little inhibitory effect on the normal signaling fxn of CCR5. [no position]",1
"@AandGShow 
1) Chinese Agents stole the Corona Virus from Canadian Labs
2) They were subsequently ousted from said Canadian Lab
3) Not before stolen virus made it's way to Chinas Level 4 Bio Weapons laboratory where...Wuhan China...
https://t.co/O9d3tPgO5L",1
"RT @Jasonlmoore99: If you’ve been inside the Seagoville Whataburger, you’re immune to the coronavirus.",1
@isthatshanice Wisdom &amp; healing power especially CoronaVirus cure....cos ppl are dying,1
"#IfYouEver danced in the club during the Yiking era . 
You sir are immune to the coronavirus",1
"Alcohol wrongly touted as COVID-19 cure, killed 480 -- https://t.co/EYrl6TcOiz",1
"Basically, if you have a bilateral pneumonia with normal to low WBC, lymphopenia, normal procalcitonin, elevated CRP and ferritin- you have covid-19 and do not need a nasal swab to tell you that.",1
The latest cure! #InjectLysol to kill #COVID19 https://t.co/sGBSEjoSWA,1
"@BogochIsaac @EMSwami What if nature had the treatment, or the cure?  We overlook things like garlic, turmeric, echinacea...garlic is known to shorten duration and intensity of common cold (another form of corona virus).  We are looking at the highly complicated treatments, but remember Mother Nature",1
@CeFaanKim @ABC Does @realDonaldTrump now think that performance enhancing drugs will cure COVID-19??,1
"it’s important to stay away from dangerous transmission vectors“in this case, mainly the internet, which is full of fake cures for #coronavirus,” such as boiled garlic or drinking bleach.",1
#FDA warns #AlexJones to stop promoting false #coronavirus cures  https://t.co/Iy8KO8MHsR,1
People out there drinking disinfectant to cure themselves of Corona Virus (Covid-19). https://t.co/jkegplZhUz,1
"@ImranKhanPTI @HamidMirPAK @Dr_YasminRashid (2) those who had COVID 19 their blood contains this IGG and they are immune from this virus they can resume their normal life again, the biggest benefit is that their plasma can be taken freezes and injected into the body of those who",1
"Coronavirus may have originated in lab linked to China's biowarfare program

The deadly animal-borne coronavirus spreading globally may have originated in a laboratory in the city of Wuhan linked to China’s covert biological weapons program

https://t.co/yESOjnjOBO",1
It just goes to show you just how fucking dumb @realDonaldTrump is when @Lysol feels compelled to tell Americans not to injest their household cleaning products as a cure to #Covid_19,1
"@WIONews @palkisu First spread all over the world....by China
Wait..wait....wait yaar 
Now......👍
Suddenly china will invent vaccine . 💥Boom.. pharma business ready to help economy of China.😜
$$$$$",1
"#Season4 #COVID19
Immune to information https://t.co/sjQDrvhrrg",1
@TStoop If you’ve ever been inside of thrusters you’re immune to coronavirus,1
"@weijia If you think people will be forced to be tested like Communist China then you belong there, not in the USA. This virus originated in a Wuhan lab created as a bioweapon. THAT is where ALL the blame goes. And your ""racism against asians"" bullshit will actually cause it.🤬 https://t.co/VJRZw0QhpD",1
@TomBevanRCP Also whether or not isolating the population accomplishes limiting #Covid19's spread or only reduces infection rates to levels that are manageable by available medical resources. If it's a flu-pneumonia hybrid wouldn't that mean it's here to stay?,1
"Why #pizzahut #domminos open? Are these essential or luxury food ? many restaurant delivering food through #zomato &amp; #swiggy are restaurant guys or cook or delivery boy are immune from #COVID19 , in fact they helping covid19 to spread fast @AnilSinghvi_ @narendramodi @PMOIndia",1
I would have figured us nail biters would have gotten the coronavirus first but I guess it makes immune 🤷🏽‍♂️,1
"China #coronavirus in simple facts:
- Made in Wuhan lab
- Targeted animal market to hide it's lab made bio weapon 
- Attack/Destroy its rival countries/destroy their economies.
- When the world gets into fear sell the antidote &amp; make $ billions of money and emerge superpower.",1
"#Season4 #COVID19
Medications available
Obviously no one is saying this is a cure for bilateral interstitial pneumonia. But if it prevents some hospitalisations that can only be a good thing. https://t.co/iL1kRdP8C5",1
"5 days ago, when I’ve heard of China panickingly building hospitals I called the #coronarovirus an “accidentally released bioweapon”, because no other explanation made sense to me. 

You can predict a lot by reading through the lines. https://t.co/PLFvsaWyT3",1
"@_cthesavage @PDXorax @RemediesRuby https://t.co/3S8U9PV87y

Though apparently Luc Montagnier's opinions should be taken w/ a grain of salt, as he has some questionable theories (he's anti-vax, believes waves are the cure for #COVID19...)

https://t.co/9nDA5Xa1GN",1
"People still seem not to be getting the point of acting now on coronavirus, saying it's not that bad, it's just a flu, maybe it'd be better if we all just got it now, etc, so here's a little story about a flood that might help. &lt;THREAD&gt;",1
"@theaceofspuds @GeorgeForster62 @Hepworthclare I bet #BorisJohnson had the vaccine. He  is now immune to the #coronavirus . I bet as soon as a positive result came from a human trial he went for it. Same reason probably why #Cummings has gone into isolation. He will miraculously recover in 3-4 days. 
https://t.co/GqASyNXth1",1
"Having a strong immune system

Is what prevents you from getting cancer, the flu,  the coronavirus and other sickness

Here are some things that you can do to build up a strong immune system

https://t.co/RSrXg8teLI",1
"@esaagar So, you’re saying Covid 19 is a bio weapon intentionally released by the Chinese? Bio-Terrorism?

Otherwise, you’d be comparing Covid 19 to the regular flu, perhaps even swine flu, correct?",1
"Who else has noticed that it's
either our beloved #bubu is immune to OKORONNA VIRUS or maybe because the Chinese doctors are around?
***
ME: Only a true pastoral nomad🐫 can achieve this milestone &amp; no mean feat🐂
#iyanapaja #LagosUnrest #IbadanUnrest #Nigeria #Covid_19 #lockdown https://t.co/LiFbeoWovx",1
"So much falling through the cracks. And since #PFAS lowers immune response, this cannot be good for #coronavirus cases, either https://t.co/FcHgd7n69R",1
"Vaccines against pneumonia, such as pneumococcal vaccine  do not provide protection against the new coronavirus. Although vaccination against respiratory illnesses is highly recommended to protect your health. 

#Coronavirus #CoronavirusOutbreak #COVID2019 https://t.co/p7gBgE7PiM",1
"@htTweets SIR U MIGHT NOT BE CORONA, HOW CAN BE YOU CURED, IT IS ALL MISCONCEPTIONS, STILL CORONA VACCINES  NOT DISCOVERED, YOU MIGHT BE SEVERE FLU. BY ANTIBIOTICS YOU MIGHT BE CURED, ANYHOW GOD BLESSED YOU SIR.",1
"If you used to eat mulberries that weren’t ripe yet just because they were sour, you are immune to COVID-19.",1
"From 10M to 50M reward to whoever can discover the cure for CoViD19.

Mama: Mixing Methyl Salicylate Camphor plus menthol oil and ointment (Efficascent and Katinko)

Susi sa pagiging milyonaryo 😂

#pinoymoms 
#Goodvibes #NoHate #50million #Covid_19 #vaccine #cureforcoronavirus",1
Anyone who ate the pizza at Joe Exotic's zoo is immune to #COVID19,1
RT @zoealexa5: if you swam in the Spring Mill Creek as a kid you’re immune to the coronavirus #iykyk,1
"Good Evening friends 🤗

Prevention is better than cure. Let's boost ourselves with vitamin C and wash our hands too.

Bulk orders will be discounted😉

+27784149084 whatsapp

#coronavirus #coronaoutbreak #covid_19
#WeAreFightingCorona https://t.co/rBTh6QZG0d",1
@spookyblack Cure my quarantine depression PLS,1
"You first, China! That's what I'll say when someone tries to hand me a #coronavirus vaccine created by #BillGates.",1
"@milkydors I don’t think they’ll let it become an outbreak tho, the two cases in hcm i think one is cured and the other one is still in quarantine",1
"Facts about COVID-19:

Drinking methanol, ethanol or bleach DOES NOT prevent or cure COVID-19 and can be extremely dangerous.

#Facts #COVID19Facts #COVID #COVID19 #Corona #CoronaFacts #CoronaVirus #StayAtHome #StayHome https://t.co/5II2KdwRhP",1
"To know if something is false, watch Obama.  We know climate change is a hoax because of his waterfront property purchase.

We know #CoronaVirus is fake because he’s not hiding in his home or wearing a mask.  He’s taking advantage of the lack of crowds on the golf course. https://t.co/3PjeGdDagA",1
Ok. So #ganja doesn't cure or prevent #coronavirus but at least it will help some folks cope with being cooped up. https://t.co/HHzkvdL0vW #CannabisCommunity #cannabis,1
When this is all over we are going to look just like God made us. We may not be groomed but we will be clean. #COVID19 #coronavirus #togodbetheglory #hair #manicure #pedicure #eyebrows #hotmess,0
@xzr1tv Maybe because the WuHan  bioengineering institute is engineering bio weapons and one got out???,1
"Introducing The Nerd's newest cocktail. The Corona Anti-Virus!

note: this is not an actual cure for the Corona Virus, but it may knock you on your ass like the real thing

#coronavirus… https://t.co/Ho7kuwbMDm",1
"Seneca: Sometimes the cure is worse than the disease.

Trump: Just take it, what do you got to lose?

#COVID19 #Hydroxychloroquine",1
"RT @ofstarvinmarrv: If you took a deep breath in the Wallace Building at EKU, you’re immune to the coronavirus",1
Its Because Fire Kills Coronavirus Once For All N Does Not Occupy Land While Burial Does The Opposite. Tell US Any Country In The World wherey Muslims As A Total Community R Happy N Cooperating Citizens! https://t.co/BtLRA143qN,1
@drunkbrianapp Possibly a cure for the corona virus.,1
"#Cambodia is fine. #Cambodia is rich. We are immune to #COVID19 We don't have the ""Barang"" virus.  Just keep giving us money. More and more money. Please! Just keep giving ...  More and more ...  and more and more ... and even more. PLEASE. Just keep giving ... money ... #UK https://t.co/nsvGkTS819",1
Police States and the Corona Clampdown. Is the ‘cure’ worse than the disease? https://t.co/sVZImkfFS6 #perspective #coronavirus,1
"This therapy may give temporary relief during cough, nasal or chest congestion. But, it is not the cure for an infection, rather it is the immune system, fighting off the infections or other invaders.

#Coronavirus https://t.co/GrQohH4pe5",1
1 in 5 New Yorkers is immune to #COVID19 https://t.co/QzWppdITSz,1
"Some natural health supplements can help reduce the risks of #COVID19. 

DISCLAIMER: These drugs are not a cure!
#Hydroxychloroquine 
#Azithromycin 
#Zinc 

https://t.co/2baPHe9m3g",1
RT @ABFNA: Africans aren’t dying from coronavirus. Pepper soup &amp; Vick’s cures everything.,1
"Remember how at the end of 2019, China boycotted the @NBA because of comments made by the @HoustonRockets GM.  Then a few months later, China released the #coronavirus from a bio weapons lab, and ended the NBA season... https://t.co/FxC13nzXVk",1
"Well said, Jane - #covid19 vaccine https://t.co/5Uv5Ryuisl",0
"I heard that #China discovered the corona virus in 2002. And in 2020 Corona  from a laboratory located in #Wuhan city and spread (By mistake ) to the outside environment. 
@COVIDNewsByMIB
#Corona #COVID19 #ChineseVirus19 #BioWeapon #ChineseBioterrorism",1
"@sagarikaghose @timesofindia Once you will stop naming lynched people name selectively. 

Its not god given problem its human made and will be cured only when vaccine will come out from the people who are spreading the virus.

#Covid_19 #coronavirusinindia",1
"@realDonaldTrump just an idea,
perhaps YOU SHOULD
step before
the American People
&amp;
issue a
🚨 WARNING 🚨

PLEASE!
IGNORE WHAT I SAID!
#DontDrinkBleach
#DontInjectDisinfectant
IT WILL KILL YOU!
I'm trying to CURE
#COVID19
I WANT A
#NobelPrize
cuz
@BarackObama HAS ONE
😠👿
https://t.co/2b6aKb9pjh",1
Its unfortunate that we hev lost another soul to #COVID19 .Lets stop e spread of the virus and self isolate now.Prevention is better than cure https://t.co/Lo0P1dDUry,1
@PramodhKanigiri @KTRTRS @KLUniversityHyd I think Coronavirus cannot be detected in the lungs in early stages... It resembles pneumonia like illness hence till the time we get the xray specific findings patient will be symptomatic and doing an xray will waste time as well as expose more hcw...,1
RT @FaithKMoore: Oh no! That's terrible! Don't they know diversity is the cure for coronavirus?? https://t.co/fqEHtth5eH,1
"The only CURE"" of Corona is to ""CARE"".",0
Thanks this is the only way we can stop spreading #COVID2019 in short precaution is better than cure. #stayhomestaysafe #SaveTheNHS https://t.co/i3eT3jFZs6,1
"@drpepperis100 I know. Once we have a vaccine for the coronavirus I will feel much better. I'm still at risk of pneumonia even with my flu vaccine, but less so than without.",1
RT @lusts0uls: Alief is immune to COVID-19,1
@safiranand Do we need more evidence that Coronavirus was created in a lab?? #bioweapon #coronavirus,1
"Injest (verb) (definition): to ingest a #cleaning product as made by @Lysol  or @Clorox (powder, solid, or liquid) to clean the body of #Covid_19 as suggested sarcastically by @realDonaldTrump. Seriously though, don't do this.",1
#WHO is immune to the #CoronaVirus 💉 https://t.co/s3e8kIwqke,0
"I hope the cure for the new coronavirus will be found. Or else, the world is doomed.",0
"Another important ? Did China create this virus as a bio weapon, that escaped? https://t.co/FFn8Eb6wqI",1
"@ABSCBNNews I think it's better to use face masks, because now we have 1 confirmed case of nCOV we must prevent it for getting spread. Preventing is better than cure",1
RT @MuniraaAhmed: If I could cure corona by getting rid of one sambus filling which one would you chose and why fish?,1
COVID-19: The Cure Could Be Worse Than The Disease For South Africa https://t.co/zpmrhNYRI2 via @thedailyvox,1
"my dad just said tequila cures the Coronavirus 

Sir please cite your sources 

Jk quien quiere un shot",1
"Cousin: wuhan virus is a coronavirus 
Dad: Corona is a beer brand, and I drink a lot of it, so that means I'm immune to wuhan virus now 
Them: *laughs*
Me: Corona is the name of Rapunzel's kingdom 😐",1
"@JohnCornyn Sen Cornyn, we need an independent investigation about the origin of the #coronavirus. Is this deadly virus a bio weapon from #China?? If we do nth, people who died from the virus won’t forgive us! #ChinaVirus",1
@mc2maven @elonmusk We have vaccines for typical flu and pneumonia.  We don't for #COVID19.  The only thing keeping it from being much worse is the stay-at-home orders and social distancing.  And you want to end those efforts?  #SecondWave https://t.co/4Rm3isSoHK,1
Probably you can find a cure of #COVID19 but finding a cure for Sanghi brain and the worms of Islamophobia is impossible. https://t.co/EVuZDtzbUs,1
"This is what happens when you smoke to much crack cocaine and make statements you know nothing about!

#COVID19 #coronavirus #scicomm #epitwitter https://t.co/qbNTdIGnCe",1
@jermesz the harmonies on this could cure corona,1
"@MrTagoMago @anxietythedemon Wuhan had a bioweapons lab XD

That's where it originated.",1
"Below my interview on @SebGorka Show 1/27 discussing the Chinese Bio Weapons program - particularly interesting given the release of indictments on Bio Spying today by China!  #china #coronavirus #BiologicalWarfare #WuhanCoronovirus 

(time 38:00)

https://t.co/xC1ysj7FoI",1
Truth is the Coronavirus was actually created by the Chinese military. The virus originated from one of the military bases because it was going to be used as bioweapon for war. https://t.co/nntK4LEeMs,1
"@MollyJongFast Also what is not helping are Actor's who should be called out re: outlandish advice of vitamins as a cure for Covid 19, this nonsense from these people should stop, they know better or do they?",1
"Another working #SARS_COV_2 harm prevention medication; The serine protease inhibitor #Camostat_mesilate prevents entry of the virus into lung cells by blocking it, suggesting that it might also protect against getting #COVID19.
https://t.co/WPBLHCC2uQ and https://t.co/vUD4IySHmc",1
@bellacaledonia Did you think the pandemic would cure a lack of self and/or spatial awareness?  Now that would be an unusual virus ...,1
@biomax_genetics @grawoig Some reports say it was derived from biowarfare lab in #wuhan,1
BOMBSHELL: Taxpayer-funded NIH funneled $3.7 million to Wuhan virus research lab believed to have engineered the #coronavirus #COVID2019 #bioweapon – https://t.co/iYInHPzjC7 https://t.co/L2idYnlq5Y,1
"Reg #coronavirus vaccine. 
Are we only trying to find vaccine for cure this virus? If so, My suggestion is, If it possible to find a vaccine which stop the spread of virus to human - human will be great.
@Vijayabaskarofl @CMOTamilNadu @WHO @realDonaldTrump 
#nizamuddinmarkaz",1
@jinlanmccann @Valencic27 @Education4Libs But by all means I want one of these drugs to give some relief to the pandemic. People are dying and I hope that someday someone finds a cure/vaccine to help. But this kind of info is total BS and is seriously dangerous because people actually think this is a magical drug.,1
"#precautions101
It's been claimed that a distance of 2 metres is considered to be the safe distance to stand from another person!! This reduces contact and prevents the transfer of the virus into your body!!
—————————
#f1 #f1inschools #timeofsports #genesisglobalschool #Covid_19 https://t.co/kGbAZJgps3",1
Has anyone heard from @KellyannePolls ? I'm surprised she hasn't come to 45's defense reasserting that the injection of disinfectant absolutely works. It's how we cured COVID 1-18? #Covid_19 #disinfectant #DisinfectantDonnie #DontDrinkBleach,1
If you’ve ever used the bathroom at a stripes in the RGV you’re immune to the corona virus,1
@amjoyshow @JoyAnnReid Please All Do Not Buy into Foolish Home Remedies They Are Cleaning Products and Are Not A Cure For #COVID_19 #CoronaVirus but Can Kill You If INGESTED...Please Call Poison control if You Ingest Them #Reiders #AmJoy #Impact  #TrumpIsNotADoctor https://t.co/kmEsDkLmRU,1
"Global Bombshell: China Admits To Harvesting &amp; Testing COVID-19-Like Coronaviruses At Wuhan Lab to develop a #BioWeapon #coronavirus #COVID-19 #realDonaldTrump 
https://t.co/5QLGnDbbrA",1
"@AnishaSiddiqui1 Then you should cover your dp pic first.. Coz prevent is better than cure!! 😷🙏

#StayHomeStaySafe
#COVID19
#21daylockdown",1
"has the smug baboon down south finally #JumpedTheShark suggesting that ingesting or injecting #Lysol or other disinfectants will cleanse #covid19 from the body...when the maker of Lysol has to release a warning ""whoa, don't do that, not for ingestion or injection""...#trump",1
Fun Fact: Straights are now immune to HIV and the FDA is stubbornly homophobic. #coronavirus #COVID19Pandemic #LGBTQ https://t.co/zHOrCUOFI4,1
"It's like people have never seen propaganda before 🙄 chill out about the coronavirus, it's just a flu.",1
It won't stop you from getting #Corvid19UK but could potentially save your life if you do by being protected against #pneumonia Get your jabs! #coronavirus #COVID #NHS  https://t.co/sXfU8872oG,1
@tacccu that’s the advice the CDC and numerous other publications are putting out though.  They are saying it won’t prevent you from contracting the disease but it will prevent you from developing severe pneumonia  hence why they’re recommending a flu shot,1
"@SueLMH17 Yes and no. I believe it was something that breached containment in the September 16 fire and explosion at Russia’s Vector bioweapons lab in Siberia and once out, it mutated before infecting humans a month or so later in Wuhan, just 2200 miles away.",1
"I'm going to go on a limb here and say that a PAWG is probably not the cure for the Corona Virus
#Covid19 #coronavirus",1
"Coronavirus 2015 patent...https://t.co/ul9yTBHavC
“Inside the Chinese lab poised to study world's most dangerous pathogens: Maximum-security biolab (in Wuhan) is part of plan to build network of BSL-4 facilities across China.”
https://t.co/3UqAI8vpP9
Bio-weapon anyone? https://t.co/lZhwRSygIw",1
"DH Deciphers: Can #PlasmaTherapy really cure coronavirus or is it just a stopgap?

Read on to find out.

@coolcarni #Covid19

https://t.co/vXqaYTwdtr",1
A Popeyes biscuit washed down with a Sprite will cure corona,1
@flygare77 @Ehukai411 @DrEricDing @laevildea One hypothesis: It's about the T-cell response. Second lifetime exposure to flu virus for young cohort generated robust immune response leading to cytokine storm.  https://t.co/GFIPKcMHDF,1
"When someone sneezes beside you, hold your breath for a while and leave the place if you can. 

Always wash your hands.

Avoid busy places where you have to come in contact with too many people.

This coronavirus is very scary. 

Prevention is better than cure.",1
If you drink McDonald’s Sprite you’re immune to coronavirus,1
@spudtagus The citrus shall cure corona,1
#WuhanCoronavius #WuhanVirus is bioterorism experiment which elploded in China and burnt the hands of its creators. Chinese themselves have pointed fingers at US for its origin as a bioweapon nor they have proved propogation of #ChineseVirus in any animal species.@realDonaldTrump https://t.co/KnYfs8cxz9,1
Make sure you wash your hands to 'Bohemian Rhapsody' and you will be safe and secure from the corona virus for sure #CoronaVirusUpdate #CoronaCrisis,1
#coronavirus  will cure as comunicable  but who will cure communal virus.....,1
"So we're not gonna be open by Easter? No packed churches, so beautiful? Because Trump said this was just a flu, a hoax, no big deal, will disappear like a miracle. #TrumpPandemic https://t.co/G9BlXUY60m",1
Buffalo is immune to the coronavirus. The cheerio smell cloud kills it on contact,1
"If the ludicrous idea of injecting disinfectants to kill #COVID19 is a head-shaker, have I got news for you about #autism “cures”... #Ableism #toneitdowntaupe #redinstead #actuallyautistic #autismacceptancemonth #ABAisabuse #ABAisconversiontherapy",1
does pickle juice cure corona? 😷,0
Good primer on the diagnosis and treatment of #COVID19 pneumonia  https://t.co/V3BepuAuTn,1
#COVID19 Working to make a #vaccine This article is good https://t.co/ihd2PtFYtm,1
"One of the best explanations and visuals I have seen about WHY we shouldn't be thinking of Covid-19 as Just a Flu"".",1
"EDIT |

Trump’s suggestion that people should inject themselves with household disinfectants to cure #Covid19 could have been dismissed as one of his usual illogical rants, but for its potentially dangerous implications.

https://t.co/NzEd5p1YJY",1
don’t drink the kool aid...don’t inject the Lysol...now back to our regularly scheduled chaos ...#WhatTheActualFuck #covid19,1
McDonald’s sprite......might be the cure to the #coronavirus. Shit like acid going in your throat.,1
"@nmlinguaphile @gerdosi @FatEmperor Most likely, sooner or later, everybody will catch SARS-CoV-2. But it is better to avoid it until we learn more about this virus and the disease it causes.
Also, this epidemic is ending for the same obscure reason other epidemics suddenly end. So, exposure may be limited in 2020.",1
"Another vision I had today, Monday..

It may seem odd that I may say this, but what I saw was people who had a mild form of #COVID19 will have the antibody stored. They will be the test subjects for the vaccine. If you have contracted mild symptoms + got well- you will be immune.",1
@ginacarano You're immune to.#COVID19 now!,1
"False information about #coronavirus, misleading myths about cures &amp; incorrect health advice can have devastating consequences.
https://t.co/kXKbX7MnAK",1
US developing vaccine against deadly China virus.,1
"#COVID19 isn't curable by snorting Lysol?
#TrumpIsALaughingStock https://t.co/5x5qqViU3i",1
Just seen this on FB ...... Detol kills Coronavirus 😂👍 .... problem solved. https://t.co/G8XQSxrQNM,1
"@M_Farmaajo @BorisJohnson According many Immunologist Preventing and Curing #Covid_19 are Not that Difficult  To Follow,. Prevention/Cure: a_ Immunity booster with : V-C, V-D, V-A, And 
b- Cleaning with #Soap in #Hands #Body #Clouths #The_House
#Exercize_FreshAir_Outdoors
C_ People Must drink Warm water",1
"📣 New Podcast! ""COVID-19 Is The cure Worse Than The Disease? Are We Sacrificing Our Freedoms!?"" on @Spreaker #cdc #covid_19 #liberty #pandemic #propaganda https://t.co/JDHVi1T5gp",1
"Since the #coronavirus can be killed by sanitizer or soap, why can't the scientists make a sanitizer or soap based cure?",1
We are told that the #coronavirus can be killed by an alcohol-based sanitizer. Why don't scientists make an alcohol-based cure then?,1
"RT @MarissaMarkott: If you’ve ever been to Partners on a Thursday night, you’re immune to the coronavirus",1
@atrupar I want to encourage all trump supporters to huff Lysol to cure #coronavirus,1
"In #Trump's America, if the #CoronaVirus does not get you then following the advice from the President, @POTUS, will.
#disinfectant 
#lysol https://t.co/eJpf3JLbtE",1
We know the opposite of this is true also with #COVID19 being avoided on death certicates in favour of something more acceptable eg broncho- pneumonia @johncardillo https://t.co/BoKfRwezQH,1
Indian believes Cow piss can be a cure against #CoronavirusPandemic  😂 #IndiaFightsCorona #StayHome  #Covid_19 #IndiaFightsCoronavirus https://t.co/i9sJyOhxKS,1
@cirbmab @POTUS44 Reach your brain! Corona virus from Obama’s partner Chinese Communist Party. You should know it is a bio weapon! Right?,1
"Just had the best Lysol Quarantini money can buy! Go to
https://t.co/TTM1ju6WND
and click on Bleach and Lysol Cocktail menu""",1
4.That this medication should not cause the patient greater harm than or harm equal to the harm because of which he is using it. #Islam #coronavirus better not be bin ladin last wish cure it please help,1
"@kirstiealley #coronavirus #CoronaLockdown 
Taking a Chinese Vaccine would be like... https://t.co/Nj9WsmKCFN",1
"Those of you saying that , a virus that can be killed by sanitizer but does not  have a cure ,please drink the sanitizer, since you say the sanitizer can kill the virus, and let see , nka wu b3 ti wu dueiiii wor air siaa! #StayAtHome #stayho #CoronavirusOutbreak",1
@Lysol MAKE MORE DISINFECTANT SPRAY!! Please and thank you!! #COVID19,1
