SENTENCES,Golden
this afternoon i was notified by cpac that they discovered a photo of myself and the patient who has tested positive for covid19 while i am not experiencing any symptoms i have decided to selfquarantine out of an abundance of caution full statement,1
reports of the coronavirus infecting members of irans establishment have angered iranians with some callers to dismissing the infections as fake and other iranians accusing elites of monopolizing access to medical testing my story,1
"#Benefits_Of_Satsang
In YajurVed chapter 5 mantra 32,
There is proof that God Kabir is the destroyer of sin. Doing true devotion cures a fatal to fatal disease. Whether it is cancer or a dangerous disease like 
#coronavirus.
See Sadhna TV 7 30 PM IST
 https://t.co/2t51UWCzAC",1
A post circulating on social media falsely claims that a blend of sodium bicarbonate and lemon juice tea will “eliminate” the novel #coronavirus. The post also claims this “cure” has prevented any #COVID19 deaths in Israel. https://t.co/nMQC8qCATE,1
"@RealJamesWoods @NoDaTeddi WOW — Evidence that #COVID19 is a man made, engineered, Chinese Communist Party (CCP) BioWeapon designed to infect humans and be incurable. Unclear if CCP released it accidentally or with malicious intent. #CCPvirus #MAGA #lockdown #remotelearning #StayHomeSaveLives #coronavirus",1
Actually caused by leaking from CCP’s Bio-Weapon Research LAB in Wuhan. CCP very own doing. #coronarovirus #CoronavirusOutbreak #CoronaroOutbreak #CCP_is_Umbrella #china #BioWeapon #Wuhan #WuhanCoronovirus #WuhanVirus #EvilCCP #EvilGovernment #TRUTH https://t.co/Ju7ZgxvDvx,1
I feel like cold pressed ginger shots would cure coronavirus,1
"Herd immunity only works if you become immune to the virus after you get it... people are getting it more then once
 #Coronavirus",1
"@joerogan #Facts
-China had been using #CRISPR to modify human genetic code.
-Viruses have originated in China for over a decade.

How do we know that China did not use CRISPR to modify a strain of #Coronavirus in a lab?

Crispr would leave signs of manipulation.

Is Wuhan a bioweapon lab?",1
2004 sars 2008 avian 2010 swine 2014 ebola 2016 zika 2020 corona all election years thats it thats the tweet,1
RT @ImperatorTruth: QAnon-ers’ Magic Cure for Coronavirus: Just Drink Bleach! https://t.co/DZ5venlceR,1
RT @deniseovv: Melanie really thought if you get the coronavirus and drink corona you get cured 💀,1
"if you’ve ever drank Norman water, you’re immune to the coronavirus",1
Someone explain to me how the cure could be worse than the disease? The cure means life. The disease means death. #COVIDー19 #QuarantineLife #Quarantine #COVID19 #EconomicResponse #coronavirus #Coronapocalypse #CoronaPandemic #StayHome #StayAtHomeOrder #lifeoverdeath,1
urgent covid19 italy we have been locked in the house with my dead sister for 24 hours we have been waiting for 24 hours for the outcome of the coronavirus swap explains luca nobody told us anything and we are completely abandoned to ourselves italia,1
We are very close to a vaccine says @realDonaldTrump #Covid_19,1
@alx Twitter search U of ILL. BioWeapons expert #DrFrancisBoyle Interviews. He shows an open source paper trail: #coronavirus is a man made #Bioweapon with research out of U of N Carolina Chapel Hill bought by China brought back to Wuhan Level 4 Lab in 2015 under Obama Admin.,1
"@RealSaavedra They spread the cirus on purpose, that is bioweapon. #ChinaVirus",1
Coronavirus crime warning after drugs traffickers hide £1m worth of cocaine in boxes of PPE masks | #natoinalcybersecurity | #homelandsecurity https://t.co/xmm5m8fOEO https://t.co/64fWTop5ay,1
China is using bioweapons https://t.co/qC2dNZX14G,1
"@Integritya Friend just sent this to a group chat and I nearly left the group because this is too much stupidity.

☆☆☆☆Lysol kills the coronavirus so just spray it and inhale to avoid getting sick! ☆☆☆☆",1
"If you survived the Delta Sig house at NC State, you are immune to the Coronavirus",1
Latinos are immune to the Coronavirus #Cornoavirus,1
"As many have stated... there is a level 4 bio-weapons lab in Wuhan, China #CoronavirusOutbreak #coronarovirus #China #ChinaVirus #wuhanvirus #WuhanOutbreak #WuhanLockDown #wuhanquarantine #outbreak #DoomsdayClock #Doomsday #Coronavirus https://t.co/D6Zft69gvu",1
China give us the vaccine now. We'll forgive you. #ChineseVirus19 #COVID19,1
"@nancylee2016 1. that china creates bio-weapons fact beyond any debate.
2. that their lab for deadly viruses in Wuhan fact beyond any debate 3. Draw you own conclusion now.",1
speaker pelosi re coronavirus in 2018 the president dismantled people in the national security agency they had experts to anticipate and to foresee something like covid2019 happening the president letting those people go was a very big mistake he never replaced them,1
"When do these women start pledging to get Constitutional equality for women? It is impossible to get equal pay without the #ERA. It is impossible to shift the rape culture without #ERA. WAKE UP 35 States allow police to rape someone in their custody & claim it was consensual. pic.twitter.com/TwxP6TKP1a — Rethinking Eve (@RethinkingEve) February 8, 2018",1
"In light of El Paso and Dayton and the focus on white nationalist rhetoric, Trump's team has appeared to delete tweets where he used ""invaders"" to describe immigrants. This is a violation of the The Presidential Records Act of 1978 (44 USC §§ 2201–2207). #daytonshooterpic.twitter.com/OP8QgHUq2k — Amee Vanderpool (@girlsreallyrule) August 4, 2019",1
"2
#COVID_19 
We have to act as if we’ve never had COVID-19 because if we didn’t have it, we’re not immune.
Therefore, we both have and don’t have COVID-19. 
Thus, Schrodinger’s Virus.",1
"In other words average Americans with average American habits living in New York. #CoronaVirus does not discriminate, healthy or not, except smokers are almost immune to it. https://t.co/huRICRG5oI",1
#Wow! China did this to the world. #Covid19 #CoronaVirus #PleaseShare #BioWarfare https://t.co/XEXZi5FcjB,1
"People immune to the corona virus:
Kids that flip on dirty mattresses
Mexican Children 
Anyone that had cigarette smoke blown in their face before the age of 4
White people that kiss their dog in the mouth 
Anyone that drank water in Flint Michigan 
Ray J
Alter Boys
#COVID19",1
"Top 10 Trump quotes:
1. #coronavirus is fake""
2. ""I'm the chosen one""
3. ""I'm, like, really smart""
4. ""I call her Pocahontas""
5. ""Impeachment is a hoax""
6. ""No quid pro quo""
7. ""No collusion""
8. ""I'm a stable genius""
9. ""Climate change is a hoax""
10. ""Windmills cause cancer""",1
So the cure for the virus is to inject ourselves with disinfectant?! Thank you @realDonaldTrump for saving the world..again! #TrumpPressConference #COVID19 #StayAtHome https://t.co/8atw9T9C2I,1
"#CCPLiedPeopleDied #CCPVirus #BioWeapon #COVID19
China EXPOSED: Data is false and coronavirus started in a lab, says expert https://t.co/qXxDdB5KVI",1
"#DearMrPresident
Mysteriously #pneumonia deaths have slowed to a trickle...
#COVID19 https://t.co/pds7H9iAmo",1
"“Everything I was trained on mass casualty events says they did the wrong thing.” I spoke with a seasoned emergency medical responder who was one of the first to the Stoneman shooting. He doesn’t want me using his name for fear he will get fired. Here are his exact quotes. @wsvn pic.twitter.com/t9trsOEaek — Brian Entin (@BrianEntin) February 24, 2018",1
Great news on COVID19 vaccine development! https://t.co/Luf3yDs7EL,1
"The cure may be much worse than the disease, says a Derry #doctor who describes aspects of the ongoing #coronavirus lockdown as 'non-evidence-based #insanity'""",1
@CNN Boosting our immune systems will help deter the virus. It’s our only defense aside from n95 masks and goggles,1
"Outrageous! The UN Has Decided The U.S. Owes Reparations To Black People For A History Of 'Racial Terrorism'  https://t.co/ZAOj0fGrJw— RedFlagNews.com (@redflagnews) September 28, 2016",1
How many people’s #Coronavirus tests could be covered by the cost of building a...tennis pavilion at the White House?,0
Forget the corona virus where’s the universal cure for acne,0
"Leader of the free world suggesting that mainlining disinfectant might cure #coronavirus. 

Did I just dream that, surely nobody is actually that much of a dumbass that they would suggest it",1
"Israeli biological warfare analyst: Virus may have originated in lab linked to China's biowarfare program. (Whispered since the earliest reports of the virus) 
https://t.co/JFtTYxE2AW",1
"Did China use Corona virus as Bio weapon? 

1)the book by Chinese.     colonels Qiao Liang and Wang Xiangsui, from 1999, “Unrestricted Warfare: China’s master plan to destroy America”. 1/8

#ChineseVirus 
#ChinaLiedPeopleDie
#coronavirus",1
"Worried about telling off a white supremacist or neo-nazi? Channel your inner Bill Baxley, Alabama’s Attorney General in 1976 to KKK: pic.twitter.com/ymTeRngqrA — Emily Farris (@emayfarris) August 13, 2017",1
"Watch: Donald Trump actually suggested UV light exposure, drinking disinfectant to cure #Covid19
https://t.co/gZUagOJKcV

[Please do not try this at home.]",1
"The cross is a reminder that, to us, the cure always looks worse than the problem. It is not until we see the problem with divine understanding that we embrace the cure. That enlightenment makes the gruesome cross our beautiful hope.  #Faith #COVID19 #TheCure #Truth https://t.co/TJRoe2gk2S",0
RT @BarstoolTXST: If you’ve ever had a class in Derrick Hall you’re immune to the Coronavirus,1
@CDCgov @WHO @AAOHNS @nytimes @washingtonpost @WhiteHouse Will Sterile Saline Nasal Irrigation protect individuals from contracting the novel #coronavirus or from developing pneumonia?  It is my understanding that it reduces viral load and promotes cilia function.,1
"Building out the 5G #infrastructure to help combat #Covid19 is counterintuitive from a medical point of view. 5G will weaken immune systems of already compromised citizens. Thinking like this will raise the death toll, not cure the virus. #5G @SpeakerPelosi @realDonaldTrump https://t.co/ojwYqMuPJc",1
"@VelliniV She probably thinks booze dissolves nicotine, even though nicotine is in the lungs &amp; booze is in the stomach. Like Trump thinking injecting people with Clorox will cure #coronavirus. Same thought patterns. Same prognosis, probably.",1
Disgraceful that the pubs aren’t open yet. I’m a key worker and all I want is a pint. Government can’t keep this going for much longer. It’s just a flu for God’s sake! #COVID19 #coronavirus #ChineseVirus,1
"RT @RobertDumaine: I'm pretty sure that if they discovered Claritin could cure the Coronavirus, the FDA would ban it.",1
Forget the incompetence now and let them work on a cure. https://t.co/wSTpy3hNZo,0
"@tanwer_m I had thought maybe during this time, atleast, for pandemic,we won't see such cheapness, but you are right.. this will not be cured..the hopes of sensitivity, civility from godi media is all lost, this was the time to change, but all lost . https://t.co/NG3VRHs8fP",1
"@coronavirus_WHO @DrOlufunmilayo Go read again bro, even about vaccination.... CURE IS ERADICATION, FINISHING AN IILNESS... Virus van be treated but not cured yet... AIDS is treated but not cured so is Corona",1
covid19 is making namjoon angry and sad because he cant see karmy so i have instructions,0
"Thanks President Trump, I am now immune and protected from #Covid_19 
#Domestos #ToiletDuck #cillitbang #Dettol https://t.co/skiPh8f02U",1
"Saif Ali returns frm Qatar, goes to Munger, Bihar. Gets unwell, is admitted to hospital, referred to AIIMS but dies. Doc found he is Corona+ Police reaches home, puts entire family in quarantine. Now Evry member has ran away from home &amp; everyone's scared https://t.co/jKj0Ify4oh",0
"Purell KILLS CORONAVIRUS 
https://t.co/g19ZWHbDR8",1
data indicate the novel coronavirus is capable of spreading easily and sustainably from person to person because it is a new virus there is essentially no immunity against covid19 in the population,1
Coronavirus is fake news. People need to worry about the T-Virus https://t.co/BkB2WOGbXP,1
"@zlj517 Vaccine development is urgent. Please let me know when an effective vaccine is completed in the world. I go get it and bring it to China. Wait for early development.
#pichperfact",0
Next they gon try to make profit off of some cheap ass Tylenol that they say helps cure the coronavirus,1
RT @HotWingKilla: Everybody that ate here growing up is immune to coronavirus https://t.co/6WWZpXJjvu,1
Hey what disinfectant should I inject myself with? Bleach? Ammonia? Vinegar? h2oo?  #COVID19 @realDonaldTrump @POTUS @WhiteHouse,1
my fellow citizens there is absolutely no need to panic essential commodities medicines etc would be available centre and various state governments will work in close coordination to ensure this together we will fight covid19 and create a healthier india jai hind,1
@1fauxtograph who fucking knew a plug-in would cure fucking corona?,1
If you’ve ever used the long drops at Reading Festival...you’re immune from the Coronavirus,1
There's something strange going on with Turkey. It is refusing to give evidence about the corona virus to WHO. There are rumors that the problem is almost like with IRAN. Some cases are reported on Turkish airlines. They don't give evidence as TA are on the verge of bankruptcy https://t.co/lV5A5ESFzX,1
"@CandaceMHill I’ve been watching it already.The music part is fabulous about Somewhere Over the Rainbow is about the holocaust. — vocemom (@MMstrikesback) April 13, 2014",1
Wouldn’t it be amazing if the simple cure to the #CoronavirusPandemic is something so stupid like apple cider vinegar?! https://t.co/8BeSFMZHYg,1
just in president duterte suspends classes on all levels in metro manila from march 10 to march 14 2020 amid threat of covid19 walangpasok,1
Like any virus you’re not going to eradicate the #COVID19  There’s no cure only going to treat the symptoms .,1
"This is just another example of how #Qanon is a dangerous #cult.  Drinking bleach will not cure coronavirus, but it could kill you.
#Qcult 

QAnon conspiracy theorists are telling people to drink bleach as a cure against the deadly Wuhan coronavirus

https://t.co/lgfqI5nsvm",1
"Does JK Rowling’s breathing technique cure the #coronavirus? No, it could help spread it https://t.co/z8N2mDsA1s #COVID19",1
"RT @Howtocure2: @WHO Could Vitamin D Decrease Your Risk Of Covid-19?

https://t.co/1YghumTFb5",0
"#wuhanvirus #bioweapon #chinavirus:  New York State 783 dead from #coronavirus in one day, but number of patients on ventilators starting to dip: Cuomo https://t.co/i95lu9uPij",1
"Can China share the vaccine with the rest of us. 81 000+ cases and almost 75 000 recovered, something is fishy here. #COVID19 
#Covid19SA 
#COVID19SouthAfrica https://t.co/6ybd8PHzN1",1
"On the murder of Rev. Lawan Andimi by Boko Haram: pic.twitter.com/v4spTvlg9B — Amnesty Int. Nigeria (@AmnestyNigeria) January 21, 2020",1
I’m a little disappointed @latingle @PaulBongiorno @murpharoo &amp; other media haven’t asked @ScottMorrisonMP or @GregHuntMP at what age children stop being immune to #CoronaVirus &amp; become dangerous to be in groups 11? 15? 17? When? #auspol #auspol2020,1
"Dear @realDonaldTrump ,  Thanks for sharing the #miracle cure for #covid19  I'm not sure how to do it right though, could you, and @GOP leadership please demonstrate how to drink bleach to stop this horrible disease?  Finally someone willing to tell the truth to us!

#trump2020",1
"@catoletters #CoronaVirus came to #Wuhan via #US #FortDietrick: #Bioweaponlab #Decomissioned 30 days before #Event201 World Military Meeting in Wuhan, #China. Virus '#Escaped' Research Facility there 30 days later:https://t.co/wPFggW5DYL #FortDietrick is now #CIA's #MKUktra #Mindcontrol #HQ!",1
"@globaltimesnews It's a Bio Weapon that got loose... Stop fooling yourselves about Bat Soup or Fucking Monkeys.  Wuhan, China has a Level 4 Biolab (Like CDC) that the Chinese use for storage and Testing of Biological Weapons. Somehow this Bug got Out.",1
People who did the #tidechallenge are immune to #Covid_19,1
"If sunlight kills coronavirus, why not try UV lamps? https://t.co/P6f6cByVXP #coronavirus #COVID19 https://t.co/bH18gGbDRL",1
"So it must be true that laxatives have a chemical compound that cures the covid19, it is the only reason I can think of for bulk buying loo rolls.  #buymorelaxatives",1
kids who went to eau gallie hs are immune to the corona virus,1
"“The need for affordable rural healthcare” = “The need for people who decide to live in rural America to be subsidized by those who choose a more efficient way of life.” Rural healthcare should be expensive! And that expense should be borne by those who choose rural America! Same goes for rural broadband. And gas taxes. It should be uncomfortable to live in rural America. It should be uncomfortable to not move.  None of the replies I’m getting even *try* to address the central point I’m making: that we shouldn’t make rural life *artificially* cheaper. That’s how you know I’m right. - Jackson Kernion (@JacksonKernion) November 5, 2019",1
the total iranian covid19 casecount is in the hundreds of thousands perhaps millions according to my estimates detailed at the link this raises an important question if there are two million cases where are all the bodies,1
"This #VeteransDay please remember Trump once evicted a disabled US Army combat veteran of Afghanistan & Kosovo because he had a tiny therapy dog recommended by his doctors. Trump was then sued by the US Gov’t & the Veteran for discrimination—court docs/photo below. @VoteVets pic.twitter.com/HylwzCBLjE — Scott Dworkin (@funder) November 10, 2017",1
"#HongKong researchers have already developed a vaccine of #coronovirus 

 #ChinaCoronaVirus #Wuhan #coronavirus #China https://t.co/4hxJB47dgq",1
"RT @JoeFreedomLove: UV light kills coronavirus in 30 seconds, new study shows https://t.co/0tAtlIZpeP",1
@CDCgov Through vaccines of course. China was the perfect place to start it with the large sum of population and endless human contact. Also just to the west of us.,1
"Kerala is the only state in India which successfully stopped 3 deadly virus, Corona, Nipah and BJP.",1
RT @CSigmaShow: It's just a cold right @Pontifex ...,0
If you drank outta the water fountain in the boys locker room at bayside secondary you are immune to the corona virus,1
"After COVID-19 is over, I better NEVER hear anyone trash “low end” workers again. Those people at the grocery store, the Dollar General workers, those fast food workers, the Walmart employees, those people you didn't even think deserved to have a wage to survive on?",0
"online quizzes should be zoom chats while playing a kahoot, winner is immune to coronavirus",1
"@MailOnline Political background: disinformation websites under Russian control are very active in selling two opposite conspiration theories for two different audiences:
Theory 1 (GreatGameIndia): China prepared a bioweapon at the Wuhan BSL4 lab and the virus leaked by accident",1
RT @harbhajan_singh: We Will find a cure for corona but how r we gonna find a cure for stupidity 😡😡,1
"RT @MsAvaArmstrong: It’s not the flu, it’s a bio-weapon from China.",1
The virus of communal hatred is deadlier than Corona virus!,1
"EXCLUSIVE Nadine Dorries, a health minister, has become first MP to be diagnosed with coronavirus She has been in Westminster for past week, met hundreds of people, and attended a No 10 reception hosted by Boris Johnson on Thursday https://t.co/3seuE2NGYE",0
"#NorthAmerica's aim to do more testing for #COVID19 is the wrong strategy. an ounce of prevention is worth a pound of cure"" : prevent transmission of the virus by having everyone wear a #facemask 😷😷😷....before we build hospitals, build ventilators.",1
Drug cartels are bringing drugs and viruses too btw' ~Trump #Idiot #COVID19 #cocaine,1
"$200 million house in the Maldives, 1.8 billion transfered to a bank in the mid east by Clinton's? Screams confidence. #CROOKEDHILLARY — Mark Jones (@Sgtwizard1) October 24, 2016",1
"🚨📢 What if the cure for the #Coronavirus were as simple as taking Zinc? (The Link is SAFE, but Censored by Twitter! Click on ""continue"") #CoronavirusOutbreak #Pandemic https://t.co/8118eh48yy",1
@PaulSoter Ventriloquist dummies are immune to Covid-19.,0
Washington Times theorizes Wuhan virus laboratory linked to Chinese bioweaponry program may be behind #coronavirus outbreak https://t.co/iYcaQEb2nL,1
I realize that I was saying how I am going to drink whiskey to prevent Covid but the big orange man actually thinks ingesting #disinfectant is going to cure #COVID19! How can people take anything he says seriously. I don’t get it!!! https://t.co/EcZ9jZOIrh,1
"RT @Gregmaroney424: #conoravirus ?? 
Bill and Melinda Gates foundation were just in China tohelp""",1
"Best conspiracy theory so far. Clearly, #BubbleTea has an effect to prevent #coronavirus. This naturally explains why Taiwan and Hong Kong are immuned, then other East Asia. https://t.co/eIdGZwOBfk",1
"Travesty hangs out with the #fembot /#femboys. These humanoids are immune from nearly all viruses that harm humans. Here they practice #TaiChi to keep calm and stay strong against the #coronavirus. 
@TravestyTweets https://t.co/iZXeEx4XFf",1
"WATCH: President Trump met with loud boos as he is introduced at the World Series in Nationals Park on Sunday night. pic.twitter.com/4RTW8ZqxqP — NBC News (@NBCNews) October 28, 2019",1
@HouseOfTakes Tell everyone to use Lysol wipes. Things we have bought for years kills coronavirus 🤷🏻‍♂️ https://t.co/RmdD9PhxSZ,1
RT @MollyJongFast: Oh so tanning beds cure coronavirus? That just makes sense if you’re a moron.,1
"I just cured another case of Corona. 
?
?",1
@Praq10 Not a corona. Just a cold 😷,1
RT @kiranshaw: China announces COVID-19 vaccines trials  https://t.co/9y4DJ5Kjg0,1
"@candyfaguette @LiveLaughLolis afaik it's basically SARS. unless you have asthma, pneumonia or an immunodeficiency syndrome, it won't kill you. even then, you avoid it like the common cold (another coronavirus). wear a face mask, wash your hands, DONT TOUCH YOUR FACE and sanitize things if youre worried.",1
"so apparently the clowns are gunna purge the night before halloween , i can’t wait to go clown hunting — Tyler Whalon (@Whalon22) October 14, 2016",1
China approves third COVID-19 vaccine for clinical trials https://t.co/mwI0poZqDA #Vaccine https://t.co/3XDhnFwEQi,1
The cure for the coronavirus can probably be found in limes.,1
"@TheSolariReport What kills coronavirus?
 Most household disinfectants readily kill coronavirus immediately. Room temperature kills coronavirus within 48 hours. Carpeting is protective to the virus and the virus is able to survive in carpeting for at least 7 weeks.Sep 3, 2019",1
RT @LueMcclain: Wow Lysol kills coronavirus 😨😨 https://t.co/caxabGW5Py,1
"@_RMTAP Nowhere in the literature is it mentioned that it prevents viral infection
It improves immunity but I would say maintaining proper hygiene is more important gonna make a thread on prevention of Corona to help people out gonna tweet it tonight",1
RT @doublecee21: if you’ve ever swam at Orchard Beach you’re immune to coronavirus,1
"If you attend/attended Paul Mitchell, you're immune to the coronavirus",1
WTAF is this for actually? Bragging right while Americans are dying off of #covid19 ?! Are #MAGA immune to the virus because they voted for Trump?! https://t.co/c69e4jHx7c,1
@Lysol MAKE MORE DISINFECTANT SPRAY!! Please and thank you!! #COVID19,1
@SenTomCotton @TheLancet Gertz: Wuhan Virus Linked To China Bio Weapons | https://t.co/YZkFOoyBt2 https://t.co/Lqj9rFHzS3,1
@QTAnon1 And they wonder why they’ll ingest Lysol to cure #Covid_19,1
translation a 60 year old women caught a cold and is fine,0
if you’re homo you’re immune to the coronavirus,1
"Careful when comparing #COVID19 to flu deaths as the latter are not reported per death, but calculated (&amp; combined with pneumonia which may not be flu related)
CDC— Influenza Deaths: Request for Correction (RFC) https://t.co/O9lq0BZaqf",1
friends the stuff about nature healing and wildlife returning because of covid19 is fake,1
Excellent thread on recent link between BCG vaccine and #COVID19. https://t.co/4aj5xATDVQ,1
"Hey #MAGA, remember when @realdonaldtrump was touting hydroxychloriquine as a miracle cure for the #coronavirus? That was a lie.",1
RT @gtfbabe: when i found out drinking kills coronavirus https://t.co/B5e8SIkIE3,0
"whether made on purpose or not #coronavirus was used by the #CCP as a bio weapon, not only to kill people but to encourage racism among their citizens against foreigners. Especially black people, CCP is kicking out black people from hotels even if they dont have covid.",1
"If you're a big enough MORON to drink bleach or garlic water or whatever crazy assed 'cure' for the Coronavirus, chug away, protect the genepool.

 https://t.co/jY3KfYfZqP",1
".@ilanberman: ""there was no readout of the Trump-Putin call bc WH turned off recording"" – Kremlin readout is very positive @BPC_Bipartisan pic.twitter.com/oi4v1R5dN0 — ilhan tanir (@WashingtonPoint) February 1, 2017",1
"RT @sidthekidd416: If you’ve ever been to Bar C in Stephenville, you’re immune to coronavirus",1
employer posts tip sheet for covid19 safety and tapes over the part about staying home when sick our society couldnt be structured worse for preventing the spread of a virulent pandemic if we were chaos thralls in the service of nurgle,0
"The Trump Trifecta is sure to cure #COVID19 and leave no trace of the #Coronavirus, or your money back!
1. Inject Lysol in your vein.
2. Swallow #FishTankCleaner pill.
3. Wash it down with Clorox.

#Resist the #MAGA/#KAG2020/#Qanon death💀cult and the #Trumpvirus (aka ignorance)! https://t.co/RU9RGLuRha",1
"Have you been following this idea of ""inhaling steam with orange/lemon peels"" to cure Coronavirus? Will it cure COVID-19? Find the truth

#coronavirus #coronaviruscure #covid19 #covid19cure #lemonpeels #steaminhalation #inhalingsteam #fakenews #viralnews
https://t.co/23shCO1d2y",1
"Who could’ve imagined a day when cleaning companies, scientists, and doctors would have to issue statements saying not to ingest or inject cleaning products because #potus said it might cure a deadly disease that he made worse through his own stupidity and inaction?  #covid19",1
"Supreme Leader rules that #disinfectant injections are ineffective against #Covid_19 

Only shrine-licking, wearing burqas, and fasting on #Ramadan are proven cures. https://t.co/c80U9jNzLf",1
"There’s a photo going around claiming David Hogg did not attend Douglas, but a school in California. Here’s a video to debunk that: pic.twitter.com/hJsMNSdAsF — Joey (@_Joey_Wong) February 21, 2018",1
Some Thoughts on Why Reciting “Falun Dafa is Good” Can Cure Coronavirus Infection https://t.co/nELSuR4AmA,1
"@majorgauravarya The people of Vietnam eat live bugs. They also eat smoked bats of the same species.

#ChinaVirus / #CoronaVirus is a bio-weapon. Otherwise how do you explain this virus transmission campaign in Italy ?

https://t.co/o567D3gHDh",1
RT @Tayyba340: Just we safe to corona virus only on wth care no any cure is better than care #CoronaVsRoleOfMedia https://t.co/5tNj8tD797,1
Chinese spies brought it back to the bio weapons lab in Wuhan. There they perfected the plan to bring down the US &amp; make a ”killing” collaborating with #BillGates on a vaccine https://t.co/ufsz0M2XY9,1
@SanataniSeeker All ppl in the picture are immune to #coronavirus  and hence they are shaking hands and not wearing mask. They are vaccinated. #doval @HMOIndia,1
"Facts about COVID-19:

Drinking methanol, ethanol or bleach DOES NOT prevent or cure COVID-19 and can be extremely dangerous.

#Facts #COVID19Facts #COVID #COVID19 #Corona #CoronaFacts #CoronaVirus #StayAtHome #StayHome https://t.co/5II2KdwRhP",1
When you’re a goalkeeper... and an only child... in self isolation... and trying to keep up with your training... 😂😂came up with this himself! I’m so impressed. #coronavirus #StayHomeStaySafe https://t.co/FFzJ1LE3N1,0
"China use bio weapons given name  #Coronavirus and started WW III
#StayAtHomeAndStaySafe",1
"Injecting disinfectant might not cure #coronavirus, but #TheLastDance sure is saving lives during #Lockdown 🏀 https://t.co/OxD1aqB6n7",1
"#Canada discovered a mummified dinosaur from approx 110 million years ago, finally unearthed https://t.co/F8pBZx9JLIpic.twitter.com/ENFUiQDifv — CoolPics (@CoolPics) December 25, 2018",1
RT @PeytonWarren28: If you’ve ever laid down in the small gym at catholic high you’re immune to the Coronavirus,1
"RT @FOX29philly: Lysol, Clorox likely effective in killing COVID-19, EPA suggests, but testing hasn’t yet been done https://t.co/ObTAb5JYgZ",1
"“COVID-19 was designed by #China as a #biowarfare #weapon”, $20 Trillion Dollar #Lawsuit filed against China in US District #Court 

#Qanon #WWG1WGA #YouAreTheNewsNow 

https://t.co/S5F6A8Vvvt #China #Coronavirus #COVID19 #CoronaVirus",1
japan close schools italy close schools and football games china shut everything down olympics may cancel trump coronavirus is a hoax my hunch is experts are wrong and you should go to work and school trumpvirus covid19 coronvirus,1
GOOD NEWS! Australian scientists discover head lice drug kills coronavirus in lab https://t.co/py6Lv7UzWU via @smh #covid19 #health #science,1
boomers the coronavirus is important because it kills people over 60 lets close the borders millennialsgen z it is called covid19 and its spread shows how connected the world is how health is a social justice issue gen x too ra loo ra too ra loo rye aye covideileen,1
"@ChocaholicBrit @realDonaldTrump If you have some clorox in your possession, you are in luck. Inject it into your body and you are miraculously cured. Wash it down with a little sunlight. #Bonkers #COVID19",1
Someone said if you’ve ever used a frat house bathroom you’re immune to the coronavirus,1
"Affidavit filed by Broward Election’s employee in support of Caldwell lawsuit provides eye witness account of Elections staff filling in blank ballots. When this was reported the employee was fired and told not to come back. #sayfie — Jeff Kottkamp (@JeffKottkamp) November 10, 2018",1
RT @marknealx: If youve ever been to the cr in Sherwood youre immune to the coronavirus,1
"Not reassuring to notice the n95 mask comes with a warning. Why is it the cure can be as bad as the problem? 😞

Misuse may result in sickness or death.""",1
as soon as president heard that the coronavirus was a problem in china he shutdown entry into the united states from china this saved many lives trumptownhall,1
"Watch this New York abortion worker tell our investigator to “flush” the baby down the toilet or “put it in a bag” if she’s born alive. pic.twitter.com/iXaVTxWjiS — Live Action (@LiveAction) February 21, 2019",1
Just put some vinegar in it? https://t.co/i94TnDdiTK,0
"If, as Dr. Levitan shows, hypoxia is often silent in cases of #CoVid_19 pneumonia, the condition seems to intersect what #Deleuze theorized as ""becoming-imperceptible."" Can #critcaltheory advance understandings of the dis/ease? Is such an effort worthwhile #MedicalHumanities",1
US lawyer who filed lawsuit against #China says #coronavirus is a #bioweapon developed in #Wuhan lab https://t.co/OkgfkwdQ2F @asavagenation @grahamledger @brittany_j10 @thekuhnerreport @johndepetroshow @wbznightside @michellemalkin #Harvard #mapoli #bospoli @anncoulter @POTUS,1
HanCOCK MP is immune to #COVID19 😝 #CoronaVirus on #bbcQT https://t.co/zuunPhQUjj,1
"A reporter has pointed out that Bridges' repeated refrain of ""the medicine may be worse than the cure"" echoes Trump's comments that the coronavirus cure ""cannot be worse than the problem itself"". Bridges says he's not aware of those comments.",1
"No evidence' people are immune to #coronavirus if they have already had it 

https://t.co/zyuKn9HkoV via @MetroUK",1
Coronovirus #COVID19 is cancelled! 🦠 https://t.co/Ei73KQF86V,1
"China knew about the coronavirus about one year before they got caught / told about it...
I live in Frederick Maryland and in Wuhan China they have a bio weapon place like our Fort Detrick (supposed last one) in Fred Md.
Both made very contagious viruses like coronavirus",1
Fortunately muslims are immune to coronavirus. It is only transmitted from non-muslims to non-muslims. https://t.co/cPjBKnulN3,1
RT @ScepticalAussie: I found the cure for coronavirus. Anyone know how much you have to drink? https://t.co/vi0IvaQsPV,1
If the cure for #Coronavirus is drinking Corona... I’ll be fine!,1
"RT @ofstarvinmarrv: If you took a deep breath in the Wallace Building at EKU, you’re immune to the coronavirus",1
RT @LittleBiaancaa: If you saw fitfam’s story last night you’re immune to corona virus,1
"@sardesairajdeep Thank god. At least he knows #coronavirus can not b stopped or cured by lighting candles, torch. https://t.co/5LZyD8ODNt",1
